,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,length_diff_abs,token_count_old,token_count_new,token_overlap,old_in_new,new_in_old,levenshtein_distance,edit_distance_ratio,complete_replacement,structure_similarity,high_token_overlap,char_insertions,char_deletions,adjacent_char_swap,avg_word_similarity,has_significant_prefix,has_significant_suffix,full_cosine_similarity
355,12856435,279,Modena,description,,-2,description,"""An italian city and commune""",,"""Italian comune""",,string,UPDATE,PROPERTY_VALUE,"big city, city, commune of Italy",Italian city and municipality,,,rewording,,13,5,2,0.0,0,0,13,0.48148148148148145,1,0.4,0,1,3,0,4.9,0,1,0.9889412
357,483162,1101,North Brabant,description,,-2,description,"""a province in the Netherlands""",,"""one of the twelve provinces of the Netherlands""",,string,UPDATE,PROPERTY_VALUE,province of the Netherlands,province of the Netherlands,,,refinement,,17,5,8,0.2222222222222222,0,0,20,0.43478260869565216,0,0.625,0,3,0,0,5.45,0,1,0.9725843
358,306019365,310516,Riverdance,description,,-2,description,"""single""",,"""Irish musical and dance production""",,string,UPDATE,PROPERTY_VALUE,theatrical production,Irish musical and dance production,,,refinement,,28,1,5,0.0,0,0,30,0.8823529411764706,1,0.19999999999999996,0,24,1,0,6.0,0,0,0.9767847
361,662610367,302533,Chiodos,description,,-2,description,"""band""",,"""American post-hardcore band""",,string,UPDATE,PROPERTY_VALUE,musical group,American post-hardcore band,,,refinement,,23,1,3,0.3333333333333333,1,0,23,0.8518518518518519,0,0.33333333333333337,0,19,0,0,6.0,0,1,0.98428714
369,1585759464,220073,Utebo,label,,-1,label,"""Utebo""",,"""Utebolo""",,string,UPDATE,PROPERTY_VALUE,municipality of Spain,municipality of Spain,,,textual_change,,2,1,1,0.0,1,0,2,0.2857142857142857,0,1.0,0,1,0,0,2.0,1,0,0.9829869
376,388622,72,Zurich,description,,-2,description,"""Not the Capital city of Switzerland! Only the Capital city of the canton of Zurich""",,"""City in Switzerland and capitalof the canton of Zurich""",,string,UPDATE,PROPERTY_VALUE,"big city, cantonal capital of Switzerland, city of Switzerland, college town, largest city, municipality of Switzerland","capital of the canton of Zurich, Switzerland",,,refinement,,28,15,9,0.2857142857142857,0,0,32,0.3902439024390244,0,0.6,0,0,3,0,5.17037037037037,0,1,0.9889267
380,665306671,19872770,William Bower Dawes,Q19872770$51eb6d8e-4d21-1455-3c30-e2209de97184,,102,member of political party,"""Q327591""",,"""novalue""",,unknown-values,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,0,1,1,0.0,0,0,7,1.0,1,1.0,0,7,7,0,7.0,0,0,0.9071491
384,2126446387,111227066,John Kelly,description,,-2,description,"""American politician in Minnesota (185_-1923)""",,"""American politician in Minnesota (1852-1923)""",,string,UPDATE,PROPERTY_VALUE,human,American politician in Minnesota (1852-1923),,,textual_change,,0,5,5,0.6666666666666666,0,0,1,0.022727272727272728,0,1.0,0,0,1,0,7.08,1,1,0.9917934
386,1320895129,19872574,David Clark,description,,-2,,"""Ship""",,"""British barque launched in 1816""",,string,UPDATE,PROPERTY_VALUE,,,,,refinement,,27,1,5,0.0,0,0,28,0.9032258064516129,1,0.19999999999999996,0,26,2,0,5.2,0,0,0.77644634
388,916122733,4724,Le Corbusier,description,,-2,description,"""French-Swiss architect, designer, urbanist, and writer""",,"""Swiss-French architect, designer, urbanist, and writer""",,string,UPDATE,PROPERTY_VALUE,human,"Swiss-French architect, designer, urbanist, and writer (1886–1965)",,,rewording,,0,6,6,0.7142857142857143,0,0,12,0.2222222222222222,0,1.0,0,0,0,0,7.277777777777778,0,1,0.9977404
393,69511719,197758,Zhenyuan County,label,,-1,label,"""Zhenyuan County, Guizhou""",,"""Zhenyuan County""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,9,3,2,0.25,0,1,9,0.375,0,0.6666666666666667,0,0,4,0,5.0,1,0,0.9667411
395,2320775120,39377603,Aloys Geefs,label,,-1,label,"""Alois Geefs""",,"""Aloys Geefs""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,0,2,2,0.3333333333333333,0,0,1,0.09090909090909091,0,1.0,0,1,1,0,2.25,1,1,0.9532603
398,272042501,5093764,Chester Wickwire,description,,-2,description,"""AMerican humanist""",,"""American humanist""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,0,2,2,0.3333333333333333,0,0,0,0.0,0,1.0,0,0,1,0,4.0,0,1,0.9914552
399,990822164,19839849,Alone in Berlin,description,,-2,description,"""2016 war drama film directed by Vincent Pérez.""",,"""2016 war drama film""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,27,8,4,0.5,0,1,27,0.5869565217391305,0,0.5,0,0,17,0,4.46875,1,0,0.9444617
401,1106856603,1338,Upper Peninsula of Michigan,description,,-2,description,"""Northern major peninsula of the US state of Michigan""",,"""northern major peninsula Michigan, United States""",,string,UPDATE,PROPERTY_VALUE,"peninsula, region","northern major peninsula of Michigan, United States of America",,,rewording,,4,9,6,0.16666666666666666,0,0,23,0.4423076923076923,0,0.6666666666666667,0,2,3,0,6.444444444444445,0,0,0.99521434
404,1128654134,5105939,Chris Bosio,Q5105939$B70D67F1-EF42-4FB4-B966-8E8A12E0A85C,,4731,The Baseball Cube player ID,"""Chris-Bosio""",,"""9027""",,string,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,7,1,1,0.0,0,0,11,1.0,1,1.0,0,4,11,0,11.0,0,0,0.94637144
406,1946640941,200885,Yazidis,description,,-2,description,"""ethno-religious group""",,"""religious group""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,ethnic group,6,2,2,0.3333333333333333,0,1,6,0.2857142857142857,0,1.0,0,0,4,0,6.0,0,1,0.9717512
415,14410110,456,Lyon,description,,-2,description,"""City in east-central France in the Rhône-Alpes region""",,"""city in the Rhône-Alpes region and second largest city in France""",,string,UPDATE,PROPERTY_VALUE,"big city, college town, commune of France, commune of France with specific status",city of France,,,"refinement, rewording",,11,8,11,0.45454545454545453,0,0,42,0.65625,0,0.7272727272727273,0,2,1,0,5.806818181818182,0,0,0.98731196
420,543354407,406828,Air Astana,description,,-2,description,"""Flag Carrier of Kazhakstan""",,"""Flag Carrier of Kazakhstan""",,string,UPDATE,PROPERTY_VALUE,airline,Flag carrier of Kazakhstan,,,textual_change,,0,4,4,0.6,0,0,2,0.07692307692307693,0,1.0,0,0,0,0,5.875,1,1,0.9830629
421,368482038,2969918,Castle of Monceau-sur-Sambre,description,,-2,description,"""medieval castle in Belgium""",,"""castle in Belgium""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,9,4,3,0.75,0,1,9,0.34615384615384615,0,0.75,0,0,2,0,5.0,0,1,0.9575065
422,1301182201,432826,Saturnino Herrán Guinchard,description,,-2,description,"""Russian artist (1887-1918)""",,"""Mexican painter""",,string,UPDATE,PROPERTY_VALUE,human,Mexican painter (1887–1918),,,property_value_update,,11,3,2,0.0,0,0,21,0.8076923076923077,1,0.6666666666666667,0,6,16,0,7.666666666666667,0,0,0.96747625
425,1157976530,477409,Markus Raetz,description,,-2,description,"""artist""",,"""Swiss artist""",,string,UPDATE,PROPERTY_VALUE,human,Swiss artist (1941-2020),,,refinement,,6,1,2,0.5,1,0,6,0.5,0,0.5,0,3,0,0,2.0,0,1,0.99162877
426,276115938,134160,José de San Martín,label,,-1,label,"""José de San Martín""",,"""José de San Martínn""",,string,UPDATE,PROPERTY_VALUE,human,Argentine general and independence leader (1778–1850),,,textual_change,,1,4,4,0.6,1,0,1,0.05263157894736842,0,1.0,0,0,0,0,3.625,1,0,0.9956572
431,449963538,308502,abduction,label,,-1,label,"""Abduction (kinesiology)""",,"""abduction""",,string,UPDATE,PROPERTY_VALUE,muscle movement,motion that pulls a structure or part away from the midline of the body,,,unrefinement,muscle movement,14,2,1,0.0,0,0,14,0.6086956521739131,1,0.5,0,1,10,0,6.0,0,0,0.9929316
433,112922810,96841,George Adalbert von Mülverstedt,Q96841$CADA39C2-FFA6-481F-B1AE-80DF2FA9CB2D,,18,image,"""George_Adalbert_von_Muelverstedt.png""",,"""George Adalbert von Muelverstedt.png""",,string,UPDATE,PROPERTY_VALUE,human,German archivist (1825–1914),,,re_formatting,,0,1,4,0.0,0,0,3,0.08333333333333333,1,0.25,0,3,3,0,27.75,1,1,0.9920926
442,1957450389,200805,Aguascalientes City,description,,-2,description,"""capital of the Mexican state of Aguascalientes""",,"""capital of the Mexican state""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,18,7,5,0.8333333333333334,0,1,18,0.391304347826087,0,0.7142857142857143,1,0,3,0,5.485714285714286,1,0,0.9717463
444,2285133616,5101477,Chip Berlet bibliography,description,,-2,description,"""biblography of works by American activist and author Chip Berlet""",,"""bibliography of works by American activist and author Chip Berlet""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,1,10,10,0.8181818181818182,0,0,1,0.015384615384615385,0,1.0,1,0,0,0,6.03,1,1,0.96606284
455,1155737,1962,Erika Hess,description,,-2,description,"""alpine ski racer from Switzerland""",,"""Swiss alpine ski racer""",,string,UPDATE,PROPERTY_VALUE,human,Swiss alpine ski racer,,,rewording,,11,5,4,0.5,0,0,23,0.696969696969697,0,0.8,0,0,6,0,5.15,0,0,0.991778
456,483859,1229,Don,description,,-2,description,"""A river in Russia""",,"""Russian river""",,string,UPDATE,PROPERTY_VALUE,river,"Russian river, fifth-longest river in Europe",,,rewording,,4,4,2,0.2,0,0,13,0.7647058823529411,0,0.5,0,0,1,0,4.375,0,0,0.99241734
457,82334666,2370,C#,description,,-2,description,"""object-orientied programming language""",,"""object-oriented programming language""",,string,UPDATE,PROPERTY_VALUE,"class-based programming language, event-driven programming language, functional programming language, generic programming language, high-level programming language, imperative programming language, multi-paradigm programming language, strict programming language",multi-paradigm (object-oriented) programming language,,,textual_change,,1,3,3,0.5,0,0,1,0.02702702702702703,0,1.0,0,0,0,0,8.333333333333334,1,1,0.99392915
460,815880597,122318,Paul Bernays,Q122318$A5265C1F-FD32-403F-A9A2-696498633809,,18,image,"""PaulBernays 1949 MFO.jpg""",,"""ETH-BIB-Bernays, Paul (1888-1977)-Portrait-Portr 00025.tif""",,string,UPDATE,PROPERTY_VALUE,human,Swiss mathematician (1888–1977),,,refinement,,34,3,4,0.0,0,0,46,0.7931034482758621,1,0.75,0,31,7,0,13.416666666666666,0,0,0.95862806
468,346342441,161937,Teucrium chamaedrys,label,,-1,label,"""Teucrium chamaedrys""",,"""wall germander""",,string,UPDATE,PROPERTY_VALUE,taxon,species of plant,,,property_value_update,,5,2,2,0.0,0,0,15,0.7894736842105263,1,1.0,0,5,9,0,8.0,0,0,0.9477722
469,1094795108,10333,Valencia CF,description,,-2,description,"""Spanish association football club""",,"""El de siempre""",,string,UPDATE,PROPERTY_VALUE,"association football club, professional sports team","association football club in Valencia, Spain",,,property_value_update,,20,4,3,0.0,0,0,30,0.9090909090909091,1,0.75,0,7,20,0,7.416666666666667,0,0,0.9429641
472,2126286874,278475,The Axeman of New Orleans,Q278475$098e1a3f-4477-cd92-8814-7f3d00355be8,,1559,name in native language,"""Axeman of New YORKK""",,"""Axeman of New YORK""",,monolingualtext,UPDATE,PROPERTY_VALUE,"criminal case, human",unidentified serial killer,,,textual_change,,1,4,4,0.6,0,1,1,0.05263157894736842,0,1.0,0,0,0,0,3.6875,1,0,0.9939288
476,1745492922,30339307,Liliane Tanguy,Q30339307$fef6ba72-4265-4ea8-2fae-cd1071606015,,373,Commons category,"""Liliane Tanguy""",,"""Liliana Tanguy""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,0,2,2,0.3333333333333333,0,0,1,0.07142857142857142,0,1.0,0,0,1,0,3.75,1,1,0.9716758
478,1511970453,312973,Nur ad-Din,label,,-1,label,"""Nur ad-Din Zangi""",,"""Nur ad-Din""",,string,UPDATE,PROPERTY_VALUE,human,Emir of Aleppo (1146–1174) and Damascus (1154–1174),,,unrefinement,,6,3,2,0.6666666666666666,0,1,6,0.375,0,0.6666666666666667,0,0,2,0,3.6666666666666665,1,0,0.9827865
479,32637712,306,Sebastián Piñera,description,,-2,description,"""The current president of Chile.""",,"""The current president of Chile. and a yeta culiao""",,string,UPDATE,PROPERTY_VALUE,human,Chilean entrepreneur and politician (1949–2024),,,refinement,,18,5,9,0.5555555555555556,1,0,18,0.3673469387755102,0,0.5555555555555556,0,5,0,0,5.2444444444444445,1,0,0.956384
488,2074724002,2974492,Citroën C-Élysée,description,,-2,description,"""French subcompact car""",,"""French Subcompact car""",,string,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0,3,3,0.5,0,0,0,0.0,0,1.0,0,1,1,0,5.222222222222222,1,1,0.984781
489,1156265923,18509,Cambridge United F.C.,description,,-2,description,"""English association football club""",,"""association football club in Cambridge, England""",,string,UPDATE,PROPERTY_VALUE,association football club,"association football club in Cambridge, England",,,"refinement, rewording",,14,4,6,0.42857142857142855,0,0,30,0.6382978723404256,0,0.6666666666666667,0,7,1,0,6.958333333333333,0,0,0.9956061
490,341651284,266613,Wayne Rooney,Q266613$CAC97110-DD6A-4E38-A944-69125F095205,,1015,NORAF ID,"""x12050712""",,"""12050712""",,string,UPDATE,PROPERTY_VALUE,human,English footballer and manager,,,re_formatting,,1,1,1,0.0,0,1,1,0.1111111111111111,0,1.0,0,0,1,0,1.0,0,1,0.9888325
500,342249910,197789,Zhijiang,label,,-1,label,"""Zhijiang, Hubei""",,"""Zhijiang""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,7,2,1,0.0,0,1,7,0.4666666666666667,0,0.5,0,0,6,0,4.0,1,0,0.953295
501,1284654224,99735821,Stanley Road,description,,-2,description,"""Street in the London Borough of Ealing""",,"""street in the London Borough of Ealing""",,string,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0,7,7,0.75,0,0,0,0.0,0,1.0,0,1,1,0,4.591836734693878,0,1,0.99143606
504,1729225706,261833,Charlotte Aglaé d'Orléans,Q261833$867559AF-7243-452F-B1B9-DC22440B8A20,,4159,WeRelate person ID,"""Charlotte_Aglaé_d'Orléans_(1)""",,"""Charlotte_d'Orléans_(1)""",,string,UPDATE,PROPERTY_VALUE,human,Duchess of Modena and Reggio by marriage to Francesco III d'Este (1700-1761),,,unrefinement,,6,1,1,0.0,0,0,6,0.20689655172413793,1,1.0,0,0,2,0,6.0,1,1,0.9959528
513,2355282770,111220363,Daisuke Fujihara,description,,-2,description,"""Japanese para badminton player""",,"""Japanese para badminton player (born 1994)""",,string,UPDATE,PROPERTY_VALUE,human,Japanese para badminton player (born 1994),,,refinement,,12,4,6,0.6666666666666666,1,0,12,0.2857142857142857,0,0.6666666666666667,0,6,0,0,5.541666666666667,1,0,0.995097
516,1158315245,127318,George III of Great Britain,Q127318$69894120-0AFC-4B29-905A-6D338202EDBF,,1670,Canadiana Authorities ID (former scheme),"""0041H3308F""",,"""0041H3308""",,string,UPDATE,PROPERTY_VALUE,human,King of Great Britain and Ireland from 1760 to 1820,,,property_value_update,,1,1,1,0.0,0,1,1,0.1,0,1.0,0,0,1,0,1.0,1,0,0.9975363
517,2063734702,67432,Allmendingen bei Bern,q67432$7123C3A6-8907-4663-AF93-07FAEA8BFB68,,242,locator map image,"""Karte Gemeinde Allmendingen 2013.png""",,"""Karte Gemeinde Allmendingen 2021.png""",,string,UPDATE,PROPERTY_VALUE,municipality of Switzerland,municipality in the canton of Bern in Switzerland,,,property_value_update,,0,4,4,0.6,0,0,2,0.05555555555555555,0,1.0,0,0,1,0,6.5,1,1,0.99521863
518,6432879,6605,Sakha,description,,-2,description,"""republic, a federal subject of Russia""",,"""federal subject of Russia, republic of Russia""",,string,UPDATE,PROPERTY_VALUE,"federal subject of Russia, republic of Russia","federal subject of Russia, republic of Russia",,,rewording,,8,6,7,0.5,0,0,25,0.5555555555555556,0,0.8571428571428572,0,0,0,0,5.404761904761905,0,1,0.9957967
520,713835132,326618,Sandro Kaiser,description,,-2,description,"""footballer""",,"""German footballer""",,string,UPDATE,PROPERTY_VALUE,human,German footballer,,,refinement,,7,1,2,0.5,1,0,7,0.4117647058823529,0,0.5,0,4,0,0,4.5,0,1,0.99226046
529,858790866,142985,Trachemys scripta,description,,-2,description,"""Pond slider""",,"""species of bird""",,string,UPDATE,PROPERTY_VALUE,taxon,species of reptile,,,property_value_update,,4,2,3,0.0,0,0,12,0.8,1,0.6666666666666667,0,4,3,0,4.833333333333333,0,0,0.95425737
534,91946869,168456,earring,label,,-1,label,"""Earring""",,"""earring""",,string,UPDATE,PROPERTY_VALUE,"bijou, ear ornament",piece of jewelry worn on an ear,,,re_formatting,"bijou, ear ornament",0,1,1,0.0,0,0,0,0.0,1,1.0,0,1,1,0,1.0,0,1,0.99622536
535,1106032483,245411,Bisnovat 5,label,,-1,label,"""Bisnovat 5""",,"""5""",,string,UPDATE,PROPERTY_VALUE,"aircraft model, experimental aircraft",experimental supersonic aircraft by M. R. Bisnovat,,,unrefinement,experimental aircraft,9,2,1,0.5,0,1,9,0.9,0,0.5,0,0,9,0,4.0,0,0,0.9888795
536,1711444862,39809,marketing,description,,-2,description,"""Study and process of exploring, creating, and delivering value to customers""",,"""study and process of exploring, creating, and delivering value to customers""",,string,UPDATE,PROPERTY_VALUE,"academic discipline, economic activity, field of study, function, public communication","study and process of promoting, distributing, and selling products or services to customers",,,re_formatting,"economic activity, public communication",0,11,11,0.8181818181818182,0,0,0,0.0,0,1.0,1,0,1,0,6.231404958677686,0,1,0.9986267
538,1525589537,47509550,Victor Vera,description,,-2,description,"""Paraguayanm influencer""",,"""Paraguayan influencer""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,1,2,2,0.3333333333333333,0,0,1,0.045454545454545456,0,1.0,0,0,1,0,5.25,1,1,0.98709327
541,242339364,227894,Passalidae,description,,-2,description,"""family of beetles""",,"""family of insects""",,string,UPDATE,PROPERTY_VALUE,taxon,family of beetles,,,unrefinement,,0,3,3,0.5,0,0,6,0.35294117647058826,0,1.0,0,2,1,0,5.0,1,0,0.98261267
544,709182,72,Zurich,description,,-2,description,"""ity in Switzerland, capital of the canton of Zurich""",,"""city in Switzerland, capital of the canton of Zurich""",,string,UPDATE,PROPERTY_VALUE,"big city, cantonal capital of Switzerland, city of Switzerland, college town, largest city, municipality of Switzerland","capital of the canton of Zurich, Switzerland",,,textual_change,,1,9,9,0.7777777777777778,1,0,1,0.019230769230769232,0,1.0,0,0,0,0,5.197530864197531,0,1,0.98198724
545,2117481246,17698,Villanova Monferrato,Q17698$f53280df-4b1c-db38-3d7f-b46a43cf3b80,,242,locator map image,"""Map of comune of Villanova Monferrato.jpg""",,"""Map of comune of Villanova Monferrato (province of Alessandria, region Piedmont, Italy).svg""",,string,UPDATE,PROPERTY_VALUE,commune of Italy,municipality in Italy,,,refinement,,50,6,12,0.36363636363636365,0,0,52,0.5714285714285714,0,0.5,0,13,1,0,7.166666666666667,1,0,0.96891904
547,210260732,169219,albumins,label,,-1,label,"""Albumin""",,"""albumin""",,string,UPDATE,PROPERTY_VALUE,"globular protein, group or class of proteins",family of globular proteins,,,re_formatting,globular protein,0,1,1,0.0,0,0,0,0.0,1,1.0,0,1,1,0,1.0,0,1,0.99329543
552,2334265085,408,Australia,Q408$503E59F2-EAE9-4A39-92BD-20ADD5F1F2F0,,94,coat of arms image,"""Coat of arms of the Commonweatlh of Australia.svg""",,"""Coat of arms of the Commonwealth of Australia.svg""",,string,UPDATE,PROPERTY_VALUE,"Commonwealth realm, country, dominion of the British Empire, federation, sovereign state",country in Oceania,,,textual_change,,0,8,8,0.7142857142857143,0,0,2,0.04081632653061224,0,1.0,0,0,0,1,6.0,1,1,0.9867426
564,49664315,313041,Kōrei,label,,-1,label,"""Emperor Kōrei""",,"""Kōrei""",,string,UPDATE,PROPERTY_VALUE,legendary human figure,Emperor of Japan,,,unrefinement,,8,2,1,0.5,0,1,8,0.6153846153846154,0,0.5,0,0,5,0,3.0,0,1,0.9861896
