,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,date_diff_days,sign_change,change_one_to_zero,change_one_to_value,change_zero_to_one,day_added,day_removed,month_added,month_removed,full_cosine_similarity
279,2347855360,133836836,Coenraad Jacobus de Jong,Q133836836$caa79520-48cd-06ca-02a5-2954277152d0,,570,date of death,"""+1925-03-00T00:00:00Z""",,"""+1925-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,91,0,0,0,0,0,0,0,1,0.9875276
284,386155933,429493,José de Abreu,Q429493$09FF5DAB-CDD4-409C-9624-1D678C6898B4,,569,date of birth,"""+1944-05-24T00:00:00Z""",,"""+1946-05-24T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Brazilian actor,,,property_value_update,,730,0,0,0,0,0,0,0,0,0.9959228
285,855777534,328036,Schöntal Abbey,Q328036$E214992C-9292-4526-A680-36ABD0EEC164,,571,inception,"""+1418-01-01T00:00:00Z""",,"""+1153-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"abbey, monastery, museum",abbey,,,property_value_update,,96822,0,0,0,0,0,1,0,1,0.9858974
294,2325129555,87030,Dominik Andreas von Kaunitz,Q87030$586DD883-EAF0-43F8-8B36-6A9016E5B34C,,570,date of death,"""+1705-01-01T00:00:00Z""",,"""+1705-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Czech nobleman (1655-1705),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9939505
307,875267628,15165862,Ernst Schnerr,Q15165862$e474ede8-4a5f-e6ba-156e-257bd5365471,,570,date of death,"""+2019-02-26T00:00:00Z""",,"""+2019-02-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,26,0,0,0,0,0,1,0,0,0.97963774
309,2276589890,46212823,José Artur Leitão Bárcia,Q46212823$2975331D-CC25-4F14-9BAE-C6DC31F2A836,,570,date of death,"""+1945-10-01T00:00:00Z""",,"""+1945-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,305,0,1,0,0,0,1,0,1,0.9888314
317,149630590,334739,Jehoram of Israel,Q334739$16C4DDEE-D776-434C-897B-C9E2378D06F8,,570,date of death,"""+841-01-01T00:00:00Z""",,"""-841-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,King of Ancient Israel,,,re_formatting,,614350,1,0,0,0,0,0,0,0,0.99513876
319,996679796,3267183,It Never Rains in Southern California,Q3267183$291E1E17-86B6-4EE1-92E4-D7EB07A74142,,577,publication date,"""+1972-10-21T00:00:00Z""",,"""+1972-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,325,0,0,0,0,0,1,0,1,0.99425817
320,162205777,206191,Abigail Adams,q206191$14A9CA84-B4B3-47F7-907A-D0D68FC87528,,570,date of death,"""+1818-10-28T00:00:00Z""",,"""+192-12-19T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,First Lady of the United States from 1797 to 1801,,,property_value_update,,593965,0,0,0,0,0,0,0,0,0.99070287
322,840774617,3263124,Louis Sognot,Q3263124$AB9E6F37-231E-47E3-B527-0849B707566B,,569,date of birth,"""+1892-00-00T00:00:00Z""",,"""+1892-05-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,152,0,0,0,0,0,0,1,0,0.98738754
326,1070761696,183713,Théophile Gautier,q183713$025C2645-3DC6-4E6A-99AC-5C8A4BEEF8FD,,569,date of birth,"""+18-09-30T00:00:00Z""",,"""+1811-08-30T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"French poet, dramatist, novelist, journalist, and art and literary critic",,,property_value_update,,654923,0,0,0,0,0,0,0,0,0.9976882
328,1733929827,140191,Bloodgood,Q140191$729EDCF3-9993-4A2A-87D7-80A601349270,,571,inception,"""+1985-00-00T00:00:00Z""",,"""+1983-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,musical group,American Christian metal band,,,property_value_update,,730,0,0,0,0,0,0,0,0,0.99400115
330,143893605,215502,Henry Morgan,Q215502$0AE5FAE8-CD39-4AAD-BAD1-9B02AB979F26,,569,date of birth,"""+2015-01-01T00:00:00Z""",,"""+1635-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Welsh pirate (1635-1688),,,property_value_update,,138795,0,0,0,0,0,0,0,0,0.995441
331,1098140045,332368,A View to a Kill,Q332368$59219895-72AB-456F-8F1E-BFBF13ABAA38,,577,publication date,"""+1985-08-09T00:00:00Z""",,"""+1985-08-08T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,film,1985 film by John Glen,,,property_value_update,,1,0,0,0,0,0,0,0,0,0.9982612
334,2216717460,11868,The Ugly Duckling,Q11868$F5A36C60-B98B-4C02-A118-E6A1CB191E87,,577,publication date,"""+2021-12-00T00:00:00Z""",,"""+1843-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,literary work,literary fairy tale by Hans Christian Andersen,,,property_value_update,,65379,0,0,0,0,0,0,0,1,0.9963783
335,2325117512,103505,Stephan Pfürtner,Q103505$6D6A4A69-17CD-4E3A-9811-C23FBBAE8DC5,,570,date of death,"""+2012-01-01T00:00:00Z""",,"""+2012-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German theologian (1922–2012),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9961647
339,1514078216,48551,Lapp Codicil of 1751,Q48551$9E746A67-B2D1-454C-AD6C-5DE5746CDE9B,,585,point in time,"""+2021-10-02T00:00:00Z""",,"""+1751-10-02T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,treaty,addition to the border treaty of 1751 between Sweden (including Finland) and Norway (Denmark-Norway).,,,property_value_update,,98617,0,0,0,0,0,0,0,0,0.9964595
341,1534615508,291466,Nora Arnezeder,Q291466$55647885-2266-410C-9469-4D8AF73DC42E,,2031,work period (start),"""+2008-00-00T00:00:00Z""",,"""+2006-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,French actress and singer,,,property_value_update,,730,0,0,0,0,0,0,0,0,0.9927375
344,1494935787,106255,Jean-Paul Belmondo,Q106255$01e9972c-48a4-cd62-71f0-c5313d8d683f,,2031,work period (start),"""+1957-00-00T00:00:00Z""",,"""+1953-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,French actor (1933–2021),,,property_value_update,,1461,0,0,0,0,0,0,0,0,0.99577683
346,246614978,391591,Roger Williams,Q391591$E02AABE9-2397-4363-9103-C9BDC0467FBD,,570,date of death,"""+1684-04-01T00:00:00Z""",,"""+1684-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,English Baptist theologian and author (1603–1683),,,unrefinement,,122,0,1,0,0,0,1,0,1,0.9941199
350,1120854025,112024,John of Winterthur,Q112024$1E317E45-92DD-4BE4-9ED8-E58FF2382EFC,,570,date of death,"""+1348-01-01T00:00:00Z""",,"""+1348-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German historian,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9928851
351,2325169943,106152,Adam Schwappach,Q106152$11AC730E-5E9D-45BA-AD3D-6868C1361057,,569,date of birth,"""+1851-01-01T00:00:00Z""",,"""+1851-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German forestry scientist (1851/52?–1932),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9975765
354,418255847,82457,William Wallace,q82457$CC4BBB9B-E757-4A5E-9BB1-A721E13F1714,,569,date of birth,"""+1305-04-03T00:00:00Z""",,"""+1270-04-03T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Scottish knight and leading figure in the First War of Scottish Independence,,,property_value_update,,12783,0,0,0,0,0,0,0,0,0.9946288
360,2102178342,124822423,Alfred Salomon,Q124822423$06525199-2AEF-4032-8CB8-2526D2CED2E7,,569,date of birth,"""+1919-04-01T00:00:00Z""",,"""+1919-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,122,0,1,0,0,0,1,0,1,0.98869187
367,992258600,44091,Saint Dominic,Q44091$1A658FBA-5B6E-466E-9A8F-6C8194B5D3DC,,569,date of birth,"""+1174-08-08T00:00:00Z""",,"""+2050-08-08T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,founder of the Dominican Order (1170–1221),,,property_value_update,,319959,0,0,0,0,0,0,0,0,0.9965887
372,2128545696,124957761,Frédéric Delacroix,Q124957761$5dfb7d9b-4e0b-f015-e03c-5fa816c0f103,,570,date of death,"""+1894-11-00T00:00:00Z""",,"""+1894-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,334,0,0,0,0,0,0,0,1,0.9881728
373,1547931171,71737,Władysław Pobóg-Malinowski,Q71737$0D52E904-9EC1-4E0E-8DA1-B1524DDC4888,,569,date of birth,"""+1899-01-01T00:00:00Z""",,"""+1899-11-23T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Polish historian (1899–1962),,,refinement,,326,0,0,1,0,1,0,1,0,0.99774253
377,2073745887,25952,Maysky,Q25952$5cac27cc-48c8-b0f6-e582-e15d92498597,,571,inception,"""+1824-00-00T00:00:00Z""",,"""+1819-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"administrative divisions of Russia, city or town","town in Kabadino-Balkaria, Russia",,,property_value_update,,1826,0,0,0,0,0,0,0,0,0.99802125
381,692446809,267202,Aregund,Q267202$F0734324-5C6F-43D5-8ABA-551485EF51C5,,570,date of death,"""somevalue""",,"""+570-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Frankish queen,,,property_value_update,,1000,0,0,0,0,0,0,0,0,0.9262
390,1077764824,232716,Vibia Sabina,Q232716$37502E73-65E6-4E08-8F5C-639D29EB275C,,569,date of birth,"""+86-01-01T00:00:00Z""",,"""+86-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"Roman Empress, wife of Emperor Hadrian",,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9953233
391,1590296614,111559,Judah Maccabee,Q111559$CC71C4A7-A7BC-40E6-A5B6-F41E5223A796,,570,date of death,"""-132-00-00T00:00:00Z""",,"""+132-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,2nd century BCE Jewish priest and leader of Maccabean Revolt against the Seleucids,,,re_formatting,,96426,1,0,0,0,0,0,0,0,0.99772173
394,463629570,24348,Pyotr Yakubovich,Q24348$4F9E258B-370B-4F86-8F94-B4B344C1F20E,,570,date of death,"""+1911-03-30T00:00:00Z""",,"""+1911-03-17T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Russian revolutionary and poet (1860-1911),,,property_value_update,,13,0,0,0,0,0,0,0,0,0.9975265
397,196516716,231166,Elizabeth of Bosnia,Q231166$683F41FD-5661-4AC0-9DE0-0F31B219541C,,570,date of death,"""+1387-01-16T00:00:00Z""",,"""+1387-01-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"Queen Consort of Hungary, Croatia and Poland",,,unrefinement,,16,0,0,0,0,0,1,0,0,0.99348825
405,1752847805,216786,Champa,Q216786$39FD48F1-3043-4285-8D80-B22889312D66,,571,inception,"""+192-01-01T00:00:00Z""",,"""+192-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"civilization, empire, historical country, historical region, realm","Civilization, comprised of multiple kingdoms, sometimes unified, sometimes not, in South-East Asia",,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99736094
409,597658873,4141164,Nikolay Godovikov,q4141164$75dee478-4e79-ea60-59f6-85e61447246d,,569,date of birth,"""+1950-05-06T00:00:00Z""",,"""+1950-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,158,0,0,0,0,0,1,0,1,0.98555815
410,1146998299,237251,Anne Hathaway,q237251$0e11a537-43b1-6a32-eb6d-f6c7b72207f0,,570,date of death,"""+1623-08-06T00:00:00Z""",,"""+2020-08-06T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,wife of William Shakespeare,,,property_value_update,,145004,0,0,0,0,0,0,0,0,0.98886085
411,575893166,483,Megaupload,Q483$344647c1-4bfe-a83d-c43c-4ab7195090b4,,576,"dissolved, abolished or demolished date","""+2013-01-19T00:00:00Z""",,"""+2012-01-19T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"dot-com company, file-hosting service, notorious market"""" website",former Hong Kong–based company,,,property_value_update,,365,0,0,0,0,0,0,0,0,0.9987459
413,2325141742,89642,Giovanni Giuliani,Q89642$444F2E76-4357-41D6-AA9B-961F800B9509,,570,date of death,"""+1744-01-01T00:00:00Z""",,"""+1744-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Austrian sculptor,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99531996
418,1835266176,284012,Al-Muntasir,Q284012$2C7B799D-539A-460F-A4B9-F0A902AEBEF5,,569,date of birth,"""+837-11-00T00:00:00Z""",,"""+838-03-23T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,11th Abbasid caliph from 861 to 862,,,property_value_update,,631,0,0,0,0,1,0,0,0,0.9940088
419,2258367930,386359,Congregation for the Evangelization of Peoples,Q386359$97c21f07-4fde-f26f-ba0b-36a3e8e485f0,,571,inception,"""+1967-08-15T00:00:00Z""",,"""+1622-06-22T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,congregation,one of the Congregations of Roman Curia,,,property_value_update,,126078,0,0,0,0,0,0,0,0,0.99535954
423,124458472,313737,Drusus Julius Caesar,Q313737$C9717DB2-E8E6-4404-8E78-8AF9C2FD3EDF,,569,date of birth,"""+13-10-07T00:00:00Z""",,"""-13-10-07T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,son of Emperor Tiberius,,,re_formatting,,9496,1,0,0,0,0,0,0,0,0.9958484
424,1573044410,452969,Dinornithiformes,Q452969$2d669bde-4f7d-d888-898b-3e1850120a30,,582,end time,"""-600-00-00T00:00:00Z""",,"""+1500-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,fossil taxon,extinct order of birds,,,property_value_update,,767025,0,0,0,0,0,0,0,0,0.9925754
427,936859312,391980,Free Territory of Trieste,Q391980$3561DD04-A35F-4382-BBD2-79B4EEBA2C81,,571,inception,"""+1947-01-01T00:00:00Z""",,"""+1947-09-15T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"city-state, historical country, occupied territory, provisional government",former country,,,refinement,,257,0,0,1,0,1,0,1,0,0.9983728
429,1479447749,3263096,Louis Sauvat,Q3263096$27f51b05-4e22-3a60-0d4c-71d5dec78d20,,569,date of birth,"""+1908-04-00T00:00:00Z""",,"""+1908-04-30T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,30,0,0,0,0,1,0,0,0,0.9882731
430,1353526924,211411,Chrysippus of Soli,Q211411$509AB0F0-3C65-4326-AE46-443E45D08A65,,569,date of birth,"""-281-01-01T00:00:00Z""",,"""+2050-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Greek Stoic philosopher (c.279–c.206 BC),,,property_value_update,,851428,0,0,0,0,0,1,0,1,0.99506485
432,310030211,5966,Schaumburg,Q5966$6BF3F5F6-6852-442F-9208-AD4933E81970,,571,inception,"""+1110-01-01T00:00:00Z""",,"""+1977-08-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"district of Lower Saxony, Option municipality","district in Lower Saxony, Germany",,,property_value_update,,316884,0,0,0,0,0,0,1,0,0.99420416
434,383764803,200637,Japheth,Q200637$9DE29076-054D-4955-9627-306388234E75,,569,date of birth,"""+2568-00-00T00:00:00Z""",,"""-2568-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human biblical figure,"Biblical figure, son of Noah",,,re_formatting,,1875924,1,0,0,0,0,0,0,0,0.9926444
435,838833330,18911846,William Rann Kennedy,Q18911846$26f06dc7-4d44-d99d-3aab-e478e9d35da6,,570,date of death,"""+1915-01-17T00:00:00Z""",,"""+1915-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,47,0,1,0,0,0,1,0,1,0.9875163
439,573657858,312889,Peter Minuit,Q312889$4287705E-D532-43C0-B343-4F0BFC6858F9,,569,date of birth,"""+1589-01-01T00:00:00Z""",,"""+1589-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"third director-general of New Netherland, founder of the Swedish colony of New Sweden in 1638",,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99910176
441,1951791822,115596,Karim Khalili,Q115596$39D89B6A-8EFE-4F08-990B-C4E184836F00,,569,date of birth,"""+1950-01-01T00:00:00Z""",,"""+1950-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Afghan politician,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99613374
443,396768075,4132074,Gaiskiy GOK,Q4132074$B75E41DB-EAA6-4532-AD60-C0B3F47471C6,,571,inception,"""+1959-05-09T00:00:00Z""",,"""+1959-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,161,0,0,0,0,0,1,0,1,0.976644
453,1075326712,9041,James Watt,q9041$7018FC8B-AE76-41AB-91DA-4739B2F936C3,,569,date of birth,"""+1025-08-29T00:00:00Z""",,"""+1736-01-19T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,British engineer (1736–1819),,,property_value_update,,259915,0,0,0,0,0,0,0,0,0.9930619
464,1044949574,193344,Miyamoto Musashi,q193344$B8CC9B50-D931-4E0E-8A73-628907C9CBCD,,570,date of death,"""+1645-06-13T00:00:00Z""",,"""+1645-05-19T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"Japanese swordsman, philosopher, strategist, writer, artist, and rōnin",,,property_value_update,,36,0,0,0,0,0,0,0,0,0.99768454
470,295733014,323626,Lajos Abonyi,q323626$F802F670-2864-41E6-8FFE-F938E419AC65,,569,date of birth,"""+1833-01-01T00:00:00Z""",,"""+1833-01-09T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Hungarian writer,,,refinement,,8,0,0,1,0,1,0,0,0,0.9953177
474,1525950104,66889,"John Casimir, Prince of Anhalt-Dessau",Q66889$CAC7A796-5C64-4605-9957-C592C5E30FA1,,569,date of birth,"""+1596-12-07T00:00:00Z""",,"""+1596-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Prince of Anhalf-Dessau,,,unrefinement,,372,0,0,0,0,0,1,0,1,0.99679613
481,1473886932,387807,Khen Lampert,Q387807$A7F6ACA2-4CDD-434A-8125-D26696AA1B18,,569,date of birth,"""+1967-00-00T00:00:00Z""",,"""+1-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Israeli academic,,,property_value_update,,718081,0,0,0,0,0,0,0,0,0.9871123
491,2110812418,96521,David ben Naphtali Fränkel,Q96521$04792997-EB0F-4B20-ADCD-04FCA304E54E,,570,date of death,"""+1762-01-01T00:00:00Z""",,"""+1762-04-04T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German rabbi,,,refinement,,94,0,0,1,0,1,0,1,0,0.99235755
492,957272668,173795,Leonidas II,Q173795$45bc0a9c-58bd-4773-a1b8-6b10c4206657,,569,date of birth,"""-350-00-00T00:00:00Z""",,"""-315-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,King of Sparta,,,"refinement, property_value_update",,12814,0,0,0,0,1,0,1,0,0.99066913
493,238324769,189564,Pierre Teilhard de Chardin,q189564$6DFDD7F2-5F70-4C83-85BB-767108269E26,,570,date of death,"""+1955-04-10T00:00:00Z""",,"""+1940-04-10T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"French philosopher, Jesuit priest, and paleontologist",,,property_value_update,,5478,0,0,0,0,0,0,0,0,0.99758625
495,897024822,188234,1400s,Q188234$295e9935-4868-f728-8476-fb418a9c5ca8,,580,start time,"""+1400-01-01T00:00:00Z""",,"""+1400-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,decade,decade of the Gregorian calendar (1400‐1409),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99148166
496,1483323480,7226,Joan of Arc,Q7226$9B59521E-D6E5-4CAE-9B41-30D7B7D16C8A,,569,date of birth,"""+1412-01-06T00:00:00Z""",,"""+1412-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"French folk heroine (1412–1431), military leader who crowned Charles VII and Roman Catholic saint, canonized 500 years after her death",,,unrefinement,,36,0,1,0,0,0,1,0,1,0.9985261
506,2271319500,172077,Dome of the Rock,Q172077$7e01c369-4fe4-ab5c-710a-9eb2ac4dee01,,571,inception,"""-5723-00-00T00:00:00Z""",,"""+687-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"dome, mosque",Islamic sanctuary in Jerusalem,,,property_value_update,,2341252,0,0,0,0,0,0,0,0,0.99203503
511,192368752,347298,Shigeru Aoki,Q347298$E08392A3-0FD9-4B43-ACC6-B83455E22878,,569,date of birth,"""+1898-02-09T00:00:00Z""",,"""+1898-07-13T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Japanese painter (1882-1911),,,property_value_update,,156,0,0,0,0,0,0,0,0,0.99772847
514,314073890,19873106,Suzanne Evans,Q19873106$C8F3FCA7-7005-47FB-A404-61801EE9FC91,,569,date of birth,"""+1965-00-00T00:00:00Z""",,"""+1965-02-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,60,0,0,0,0,0,0,1,0,0.9888185
515,213483678,276091,Koke,Q276091$3AD46202-5590-49C8-9CD2-B25C99BB6B05,,569,date of birth,"""+1992-01-08T00:00:00Z""",,"""+24-02-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Spanish association football player,,,property_value_update,,718850,0,0,0,0,0,1,1,0,0.97863156
521,959818427,334770,Reccared II,Q334770$684dd119-4cce-47d8-9dbc-5fe12b291ce6,,569,date of birth,"""+600-00-00T00:00:00Z""",,"""+650-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Visigothic King,,,property_value_update,,18262,0,0,0,0,0,0,0,0,0.99160576
524,122072752,4072,Göppingen,Q4072$2aad4bbc-4e22-31ff-e9ac-4c1cdbc36f1b,,1249,time of earliest written record,"""+1600-01-01T00:00:00Z""",,"""+1154-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"district capital, Greater district town in Baden-Württemberg, urban municipality in Germany","town in Göppingen District, Stuttgart, Baden-Württemberg, Germany",,,property_value_update,,162901,0,0,0,0,0,0,0,0,0.9988264
526,1282758055,325988,2011 Grand Prix Cycliste de Montréal,Q325988$db259ef2-4ba6-c00a-0dda-fa0945ac62a3,,585,point in time,"""+2011-09-09T00:00:00Z""",,"""+2011-09-11T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,Grand Prix Cycliste de Montréal,cycling race,,,property_value_update,,2,0,0,0,0,0,0,0,0,0.9975756
531,985383247,323554,Virgilio Rosario,Q323554$707883D3-5054-4B42-B944-A69BCB1F8C2C,,569,date of birth,"""+1499-01-01T00:00:00Z""",,"""+1499-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Italian cardinal,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99298227
539,1798765189,95593,Ottilie of Katzenelnbogen,Q95593$AAD530BF-04D7-482B-9944-E6A3C3E2F144,,569,date of birth,"""+1451-01-01T00:00:00Z""",,"""+1451-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German countess,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9943727
542,2315425289,168458,Universidade Autónoma de Lisboa,Q168458$76B0A43C-06CB-423B-A251-1B94176CBA3B,,571,inception,"""+1985-00-00T00:00:00Z""",,"""+1986-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"open-access publisher, private university",academic publisher,,,property_value_update,,365,0,0,0,0,0,0,0,0,0.9982754
546,350404802,125297,Merytre-Hatshepsut,Q125297$7D812130-B317-48AF-AB7C-20C668725273,,570,date of death,"""+1425-00-00T00:00:00Z""",,"""-1425-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Ancient Egyptian queen consort,,,re_formatting,,1040962,1,0,0,0,0,0,0,0,0.99430835
555,1834983863,39607,Antoine Lavoisier,q39607$4D7A89DC-FDE0-4B05-8748-79CE9D3FD80C,,569,date of birth,"""+1743-08-26T00:00:00Z""",,"""+5121-08-26T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,French chemist,,,property_value_update,,1233814,0,0,0,0,0,0,0,0,0.99087864
557,1289097828,323528,Marcello Crescenzi,q323528$7eb62714-45a3-7048-7476-2b429cf3fe12,,569,date of birth,"""+1500-01-01T00:00:00Z""",,"""+1500-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,cardinal (1500-1552),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9923716
558,270809429,51718,Baldwin II of Jerusalem,Q51718$CD3739E7-57C8-438E-BE33-4F8F60A884C4,,569,date of birth,"""+1060-01-01T00:00:00Z""",,"""+1060-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Count of Edessa (r. 1100-1118) and King of Jerusalem (r. 1118-1131),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.998111
560,71190583,935,Isaac Newton,q935$8709C71F-8632-4F70-88FC-E5846838A1C9,,570,date of death,"""+1727-03-31T00:00:00Z""",,"""+1470-04-09T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,English mathematician and physicist (1642–1727),,,property_value_update,,93921,0,0,0,0,0,0,0,0,0.99267024
567,706069394,464034,Tanaquil,Q464034$A2582CF6-E422-4C3E-914C-B5775D98EF80,,570,date of death,"""-600-01-01T00:00:00Z""",,"""-600-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"queen of Rome, wife of Tarquin the Elder the fifth king of Rome",,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9958316
