,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,relative_value_diff_latitude,relative_value_diff_longitude,latitude_sign_change,longitude_sign_change,latitude_whole_number_change,longitude_whole_number_change,coordinate_distance_km,latitude_precision_change,longitude_precision_change,latitude_length_increase,latitude_length_decrease,longitude_length_increase,longitude_length_decrease,longitude_shared_prefix,longitude_shared_prefix_length,latitude_shared_prefix,latitude_shared_prefix_length,full_cosine_similarity
407,183228632,316289,Ronda,q316289$1AEB0E0D-79D2-480B-AFEE-EA41531A560B,,625,coordinate location,"{""latitude"": 10.001, ""longitude"": 123.408}",,"{""latitude"": 10, ""longitude"": 123.4}",,globecoordinate,UPDATE,PROPERTY_VALUE,municipality of the Philippines,municipality of the Philippines in the province of Cebu,,,unrefinement,,9.99900009998446e-05,6.482561908462633e-05,0.0,0.0,False,False,0.8830723661042128,0,0,0,1,0,1,1,1,0,0,0.9952587
412,1584588391,153329,Rukwa Region,q153329$07243E1E-C534-4221-BD56-C4DBFAC4AEF0,,625,coordinate location,"{""latitude"": -7, ""longitude"": 31.5}",,"{""latitude"": -8, ""longitude"": 31.333333333333332}",,globecoordinate,UPDATE,PROPERTY_VALUE,region of Tanzania,region of Tanzania,,,property_value_update,,0.14285714285714285,0.005291005291005329,0.0,0.0,True,False,112.70272558623951,0,0,0,0,1,0,0,0,0,0,0.98687935
416,761093684,49304595,Long Lake,Q49304595$DF308484-940E-4F1C-9267-3A8492110318,,625,coordinate location,"{""latitude"": 29.67221, ""longitude"": -81.99504}",,"{""latitude"": 29.672222222222, ""longitude"": -81.995}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,4.1190804462160983e-07,4.878343860614702e-07,0.0,0.0,False,False,0.004096568808784685,1,1,1,0,0,1,1,3,1,4,0.9790137
428,66175431,337396,Acadia National Park,q337396$79956bd7-4713-5277-c66e-08adfef85f05,,625,coordinate location,"{""latitude"": 44.35, ""longitude"": 68.216666666667}",,"{""latitude"": 44.35, ""longitude"": -68.216666666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,"national park, National Park of the United States",national park in the US state of Maine,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,9253.043853645073,1,1,0,0,0,0,1,12,1,2,0.99640644
437,777345393,24911639,Teluk Kamara,Q24911639$BC8AE299-15F8-4A58-8AFF-5D54E20910C9,,625,coordinate location,"{""latitude"": -3.5888, ""longitude"": 133.6175}",,"{""latitude"": -3.5888888888889, ""longitude"": 133.6175}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,refinement,,2.476841531992013e-05,0.0,0.0,0.0,False,False,0.009883993480775538,1,1,1,0,0,0,1,4,1,4,0.9737549
445,940263966,217717,American Museum of Natural History,q217717$0D4ED294-42A2-4596-90A4-9FEEF77F86B7,,625,coordinate location,"{""latitude"": 40.780555555556, ""longitude"": 73.974722222222}",,"{""latitude"": 40.780555555556, ""longitude"": -73.974722222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,"educational institution, natural history museum, nonprofit organization","natural history museum in Manhattan, New York",,,re_formatting,,0.0,2.0,0.0,1.0,False,False,10385.950974778278,1,1,0,0,0,0,1,12,1,12,0.9974592
449,267214135,193118,Landrévarzec,q193118$1DC4980B-00AE-49F1-B7BF-5897DAFD25A9,,625,coordinate location,"{""latitude"": 48.0903, ""longitude"": -4.0592}",,"{""latitude"": 48.089444444444, ""longitude"": -4.0605555555556}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Finistère, France",,,property_value_update,,1.7790605506740628e-05,0.00033394648098146516,0.0,0.0,False,False,0.13851860370981664,1,1,1,0,1,0,1,1,1,1,0.9899806
452,493817266,30112636,Battle of the Serma Forest (2017),Q30112636$8ea0ff89-4027-7269-d132-f83bdae33cdd,,625,coordinate location,"{""latitude"": 14.856944444444, ""longitude"": -21.263333333333}",,"{""latitude"": 14.856944444444, ""longitude"": 21.263333333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,4563.394774662667,1,1,0,0,0,0,1,12,1,12,0.9792589
461,748224157,49303746,Lake Lenore,Q49303746$9DF8CBC6-DB81-49C3-B96A-A4A57D8E2B21,,625,coordinate location,"{""latitude"": 38.05708, ""longitude"": -107.68254}",,"{""latitude"": 38.057222222222, ""longitude"": -107.6825}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,3.737076570322413e-06,3.7146226304176785e-07,0.0,0.0,False,False,0.01619753600465297,1,1,1,0,0,1,1,4,1,3,0.9712833
463,1606407149,39416,Currimao,q39416$AA5C2840-D4DB-44D1-8EF7-E8F3B731E235,,625,coordinate location,"{""latitude"": 18.016666666667, ""longitude"": 120.48333333333}",,"{""latitude"": 18.02027777777778, ""longitude"": 120.48638888888888}",,globecoordinate,UPDATE,PROPERTY_VALUE,municipality of the Philippines,municipality of the Philippines in the province of Ilocos Norte,,,property_value_update,,0.000200431699025636,2.536081526258964e-05,0.0,0.0,False,False,0.5153884778958752,1,1,1,0,1,0,1,2,1,1,0.987707
467,2260886518,152783,Alexanderplatz,q152783$BFF12420-C8B1-4F35-8816-9127F746E655,,625,coordinate location,"{""latitude"": 52.521666666667, ""longitude"": 13.413333333333}",,"{""latitude"": 52.52166666666667, ""longitude"": 13.413333333333334}",,globecoordinate,UPDATE,PROPERTY_VALUE,"square, tourist attraction","square in Berlin, Germany",,,refinement,,6.358425141508171e-15,2.489724794785701e-14,0.0,0.0,False,False,4.316660937090275e-11,1,1,1,0,1,0,1,12,1,11,0.99289674
471,497489824,967144,152nd meridian west,Q967144$1C0406C3-7E6E-46AC-A0E4-503F6535963A,,625,coordinate location,"{""latitude"": 90, ""longitude"": -152}",,"{""latitude"": 0, ""longitude"": 152}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"re_formatting, property_value_update",,1.0,2.0,0.0,1.0,True,False,10007.543398010284,0,0,0,1,0,0,0,0,0,0,0.97187793
483,539084427,41225,Big Ben,q41225$0B40C1C2-4AD7-4C04-A8F3-6373803EFA6B,,625,coordinate location,"{""latitude"": 51.500833, ""longitude"": -0.124444}",,"{""latitude"": 51.500833333333, ""longitude"": -0.12472222222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,"architectural element, cultural icon, inclined tower, national symbol, striking clock, tourist attraction","tower of the Palace of Westminster, London containing the bell Big Ben",,,"refinement, property_value_update",,6.472380719291701e-09,0.0022357222704188304,0.0,0.0,False,False,0.019258356402101818,1,1,1,0,1,0,1,3,1,6,0.99050003
494,983084070,117,Ghana,q117$56a7e4b4-4da8-e7ca-b5e0-d0ad49bc2670,,625,coordinate location,"{""latitude"": 8, ""longitude"": -1}",,"{""latitude"": 8, ""longitude"": -0.5}",,globecoordinate,UPDATE,PROPERTY_VALUE,"country, sovereign state",country in West Africa,,,property_value_update,,0.0,0.5,0.0,0.0,False,True,55.05638924728068,0,0,0,0,1,0,0,0,0,0,0.99073625
497,1241156390,4484,15 July Martyrs Bridge,q4484$334E5815-693A-4FA8-825B-CFAFF44C4E00,,625,coordinate location,"{""latitude"": 41.045, ""longitude"": 29.034}",,"{""latitude"": 41.045247, ""longitude"": 29.034444}",,globecoordinate,UPDATE,PROPERTY_VALUE,"cross-sea bridge, road bridge, steel bridge, suspension bridge, toll bridge, tourist attraction",bridge in Turkey,,,refinement,,6.017785357574919e-06,1.5292415788443387e-05,0.0,0.0,False,False,0.046268481955436265,1,1,1,0,1,0,1,3,1,3,0.99512553
498,1819865506,15274,Shing Mun River,q15274$D7BDD2B7-9EC5-4F7A-8B40-B00DC5F56C33,,625,coordinate location,"{""latitude"": 22.3833, ""longitude"": 114.183}",,"{""latitude"": 22.384781, ""longitude"": 114.196529}",,globecoordinate,UPDATE,PROPERTY_VALUE,river,"river channel that runs through Sha Tin District, Hong Kong",,,property_value_update,,6.616540009747634e-05,0.00011848523860812241,0.0,0.0,False,False,1.4007203528969019,1,1,1,0,1,0,1,1,1,2,0.99470437
502,2029477737,133959,Pilâtre,Q133959$773d641b-fd25-4342-a988-ca795f5c5f2e,,625,coordinate location,"{""latitude"": -60.2, ""longitude"": 86.9}",,"{""latitude"": -60.17, ""longitude"": -86.7}",,globecoordinate,UPDATE,PROPERTY_VALUE,impact crater,lunar impact crater,,,"refinement, property_value_update, re_formatting",,0.0004983388704319125,1.997698504027618,0.0,1.0,False,False,6619.17109590928,1,1,1,0,0,0,0,0,0,0,0.98874044
503,1587233904,3344639,Notre-Dame-des-Neiges,q3344639$F88D717C-E261-4971-A130-C7E8C2DBA0F1,,625,coordinate location,"{""latitude"": 48.09777777777778, ""longitude"": 69.21166666666667}",,"{""latitude"": 48.09777777777778, ""longitude"": -69.21166666666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,8592.44633223178,1,1,0,0,0,0,1,14,1,14,0.9800757
508,2200862345,1948,Manitoba,Q1948$66525c7b-4c50-4854-36f8-e46efd0a98a9,,1334,coordinates of easternmost point,"{""latitude"": 56.84849888888889, ""longitude"": -89}",,"{""latitude"": 56.848333333333336, ""longitude"": -89}",,globecoordinate,UPDATE,PROPERTY_VALUE,province of Canada,province of Canada,,,property_value_update,,2.9122238720498166e-06,0.0,0.0,0.0,False,False,0.018408937855612487,1,1,1,0,0,0,0,0,1,3,0.98383176
510,625855258,315719,Asturias,q315719$2A4F3D6B-98B9-47E5-9D66-E09356B3EB14,,625,coordinate location,"{""latitude"": 10.583333333333, ""longitude"": 123.8}",,"{""latitude"": 10.6, ""longitude"": 123.81666666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,municipality of the Philippines,municipality of the Philippines in the province of Cebu,,,"refinement, unrefinement",,0.0015748031496378141,0.00013462574046854014,0.0,0.0,False,False,2.5986582325844845,1,1,0,1,1,0,1,1,0,0,0.99515843
519,269146645,204648,Port-Vendres,q204648$142C7DCB-48B8-4228-A988-88413014F2CB,,625,coordinate location,"{""latitude"": 42.5189, ""longitude"": 3.1058}",,"{""latitude"": 42.518055555556, ""longitude"": 3.105}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Pyrénées-Orientales, France",,,"unrefinement, property_value_update",,1.986044897677931e-05,0.0002575825874170622,0.0,0.0,False,False,0.1145237914874077,1,1,1,0,0,1,1,3,1,3,0.99265414
527,1586891969,11208,The Pentagon,q11208$521AFA79-CB46-4E09-BA39-B6192FF5D2D6,,625,coordinate location,"{""latitude"": 38.871111, ""longitude"": -77.055833}",,"{""latitude"": 38.87083333333333, ""longitude"": -77.055}",,globecoordinate,UPDATE,PROPERTY_VALUE,"government building, groundscraper, headquarters, office building, tourist attraction","headquarters of the United States Department of Defense; named after the shape of the building, a polygon with five (greek: penta) sides",,,"unrefinement, property_value_update",,7.143265513277021e-06,1.081034319621311e-05,0.0,0.0,False,False,0.0784460168833247,1,1,1,0,0,1,1,3,1,2,0.9970822
530,1038468676,131968,Talusan,q131968$D66EEADE-F73D-4EA8-B498-208E9F6CCA69,,625,coordinate location,"{""latitude"": 7.4263111111111115, ""longitude"": 122.80840277777777}",,"{""latitude"": 7.4263111111111, ""longitude"": 122.80840277778}",,globecoordinate,UPDATE,PROPERTY_VALUE,municipality of the Philippines,municipality of the Philippines in the province of Zamboanga Sibugay,,,refinement,,1.5547853144512402e-15,1.8167357768864606e-14,0.0,0.0,False,False,2.468923834225915e-10,1,1,0,1,0,1,1,10,1,13,0.99645984
532,1856960656,117229618,Sa Châu,Q117229618$4abd02c1-4727-ee8f-f1e5-cdd852cb0322,,625,coordinate location,"{""latitude"": 20.253888888888888, ""longitude"": -106.41305555555556}",,"{""latitude"": 20.253888888888888, ""longitude"": 106.41305555555556}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,14266.265910905133,1,1,0,0,0,0,1,14,1,15,0.9689749
533,198129148,93332,Appalachian Mountains,Q93332$144263f7-4548-6dff-18dd-56e8b7c7a7ee,,625,coordinate location,"{""latitude"": 48.988333333333, ""longitude"": 65.948333333333}",,"{""latitude"": 48.990555555556, ""longitude"": -65.9425}",,globecoordinate,UPDATE,PROPERTY_VALUE,mountain range,mountain range in the eastern United States and Canada,,,property_value_update,,4.536227448025876e-05,1.9999115469180466,0.0,1.0,False,False,8186.94836244525,1,1,0,0,0,1,1,2,1,1,0.98625344
551,746899684,49303706,Lake Idlewild,Q49303706$D7C815FB-7A2A-4025-8FE4-E0C1C84B1C16,,625,coordinate location,"{""latitude"": 41.70763, ""longitude"": -75.60757}",,"{""latitude"": 41.7075, ""longitude"": -75.6075}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,3.116935678163233e-06,9.258332200571616e-07,0.0,0.0,False,False,0.01557957721339123,1,1,0,1,0,1,1,4,1,3,0.9760756
562,263483951,21654,Rorbach-lès-Dieuze,q21654$0B9155AA-B177-4FA6-9C50-DAF532EF209E,,625,coordinate location,"{""latitude"": 48.83083333, ""longitude"": 6.843611111}",,"{""latitude"": 48.83, ""longitude"": 6.8427777777778}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Moselle, France",,,"unrefinement, property_value_update",,1.7065651826322545e-05,0.00012176805617442086,0.0,0.0,False,False,0.11093739436287908,1,1,0,1,1,0,1,2,1,2,0.9867571
575,158069833,16541034,2007 Tezerzaït attack,Q16541034$56c3f6c9-4ab3-15b3-01e3-a0376489d438,,625,coordinate location,"{""latitude"": 18.662222222222, ""longitude"": 51.249722222222}",,"{""latitude"": 18.662222222222, ""longitude"": -51.249722222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,10593.71680735373,1,1,0,0,0,0,1,12,1,12,0.98668873
580,1066561526,420747,National Library of Finland,Q420747$6F26E527-7CA7-4B74-8B1F-E3CD107A1D68,,625,coordinate location,"{""latitude"": 0.170301, ""longitude"": 24.950314}",,"{""latitude"": 60.17030111111111, ""longitude"": 24.95031388888889}",,globecoordinate,UPDATE,PROPERTY_VALUE,"academic library, national library",foremost research library in Finland,,,"refinement, property_value_update",,352.3173681370697,4.453295042553158e-09,0.0,0.0,True,False,6671.6956110285155,0,0,1,0,1,0,1,5,1,6,0.9913213
589,747542238,49302929,Henry Lake,Q49302929$B043B32D-729E-4F35-8566-384161C3B84F,,625,coordinate location,"{""latitude"": 42.23011, ""longitude"": -116.31011}",,"{""latitude"": 42.23, ""longitude"": -116.31}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,2.6047765446619436e-06,9.457475364117784e-07,0.0,0.0,False,False,0.015219518698715384,1,1,0,1,0,1,1,2,1,2,0.97140574
631,268058996,245267,Briec,q245267$CD9B7378-EE16-4D95-9F25-7F0D2B5D2355,,625,coordinate location,"{""latitude"": 48.102778, ""longitude"": -3.997222}",,"{""latitude"": 48.101666666667, ""longitude"": -4.0016666666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Finistère, France",,,property_value_update,,2.3103308773563456e-05,0.001111938908246767,0.0,0.0,False,True,0.3524206317101492,1,1,1,0,1,0,0,0,1,2,0.9870193
635,497490377,967144,152nd meridian west,Q967144$1C0406C3-7E6E-46AC-A0E4-503F6535963A,,625,coordinate location,"{""latitude"": 0, ""longitude"": 152}",,"{""latitude"": 0, ""longitude"": -152}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,6226.915892095288,0,0,0,0,0,0,0,0,0,0,0.9759231
646,761724136,49303360,Kanuktik Lake,Q49303360$931666DE-5FF1-44EB-8E75-1B56DC63D27C,,625,coordinate location,"{""latitude"": 59.71012, ""longitude"": -160.31203}",,"{""latitude"": 59.71, ""longitude"": -160.31194444444}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,2.0097095769119623e-06,5.336814710114705e-07,0.0,0.0,False,False,0.014179908232231753,1,1,0,1,1,0,1,2,1,2,0.9780003
675,1434809132,75721,"United States Penitentiary, Florence ADMAX",q75721$E15E6987-9FDC-4BB0-A54E-5EEAB661FA42,,625,coordinate location,"{""latitude"": 38.3563, ""longitude"": -105.095}",,"{""latitude"": 38.35638888888889, ""longitude"": -105.09527777777778}",,globecoordinate,UPDATE,PROPERTY_VALUE,"prison for men, supermax prison, United States federal prison","federal prison in located in Fremont County, Colorado, USA",,,refinement,,2.31745212362692e-06,2.6431112591680107e-06,0.0,0.0,False,False,0.026160019610539015,1,1,1,0,1,0,1,3,1,4,0.9951596
709,121172487,159260,Santa Clara,q159260$90f98075-400c-5d04-6db5-7f444e5aba90,,625,coordinate location,"{""latitude"": 37.35, ""longitude"": 121.96666666667}",,"{""latitude"": 37.35, ""longitude"": -121.96666666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,"big city, charter city, city in the United States","city in Santa Clara County, California, United States",,,re_formatting,,0.0,2.0,0.0,1.0,False,False,9430.945293103916,1,1,0,0,0,0,1,11,1,2,0.99875116
714,756118899,49302436,Floweree Lake,Q49302436$27718971-B749-4042-BE86-ADF0C9FCA0EA,,625,coordinate location,"{""latitude"": 47.74509, ""longitude"": -111.08358}",,"{""latitude"": 47.745, ""longitude"": -111.08361111111}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,1.885010584337479e-06,2.80069385634174e-07,0.0,0.0,False,False,0.010274344610517853,1,1,0,1,1,0,1,3,1,3,0.9783081
749,750984161,49302341,Finley Lake,Q49302341$F987DA78-68F8-4C48-8EB9-C73F5D9B79D6,,625,coordinate location,"{""latitude"": 40.27034, ""longitude"": -121.85254}",,"{""latitude"": 40.270277777778, ""longitude"": -121.8525}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,1.5451129044057957e-06,3.282656233385508e-07,0.0,0.0,False,False,0.007706284636936285,1,1,1,0,0,1,1,4,1,3,0.97820956
757,84981885,59095,Zhuhai,q59095$83C08CBA-706A-44FC-BCBE-6855B7E1F2AF,,625,coordinate location,"{""latitude"": 49.183333333333, ""longitude"": -122.85}",,"{""latitude"": 49.183333333333, ""longitude"": 122.85}",,globecoordinate,UPDATE,PROPERTY_VALUE,"big city, prefecture-level city, special economic zone","prefecture-level city in Guangdong, China",,,re_formatting,,0.0,2.0,0.0,1.0,False,False,7407.054630754384,1,1,0,0,0,0,1,2,1,12,0.9966451
764,267945375,210736,Chef-Haut,q210736$30038CC7-ABAB-4E66-8B1D-514B2FD33040,,625,coordinate location,"{""latitude"": 48.35, ""longitude"": 6.016667}",,"{""latitude"": 48.356111111111, ""longitude"": 6.015}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Vosges, France",,,"refinement, property_value_update",,0.00012639319774553472,0.0002770636965616191,0.0,0.0,False,False,0.6905989961932801,1,1,1,0,0,1,1,2,1,2,0.99474347
765,2267925878,453256,Interstate 80 Business,Q453256$50E9786E-FFA6-4AC7-84A4-36B828CD568A,,625,coordinate location,"{""latitude"": 40.737868, ""longitude"": -114.032807}",,"{""latitude"": 40.7401, ""longitude"": -114.0576}",,globecoordinate,UPDATE,PROPERTY_VALUE,road,Interstate Highway business loop in Nevada and Utah in the United States,,,property_value_update,,5.47893178896683e-05,0.0002174198868926229,0.0,0.0,False,False,2.103535951096575,1,1,0,1,0,1,1,1,1,1,0.9957927
783,746230178,49305077,Luna Lake,Q49305077$29A9CA24-DC6D-493A-B28B-0F76E667A132,,625,coordinate location,"{""latitude"": 45.90563, ""longitude"": -88.96002}",,"{""latitude"": 45.905555555556, ""longitude"": -88.96}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,1.6216843991262809e-06,2.248200934121673e-07,0.0,0.0,False,False,0.00842124781387654,1,1,1,0,0,1,1,2,1,3,0.9664491
786,1078605446,16055,Viernheim,q16055$3CFBDEB6-27E2-4B4F-B339-CE77970CC929,,625,coordinate location,"{""latitude"": 49.537986111111, ""longitude"": 8.5792361111111}",,"{""latitude"": 49.53798611111111, ""longitude"": 8.579236111111111}",,globecoordinate,UPDATE,PROPERTY_VALUE,"Gemarkung, town, urban municipality in Germany","town in Kreis Bergstraße in Hesse, Germany",,,refinement,,2.1515087457321887e-15,1.2423181852517127e-15,0.0,0.0,False,False,1.2044188603226383e-11,1,1,1,0,1,0,1,13,1,12,0.9967289
787,371136474,1974,British Columbia,Q1974$f5cf122b-4c93-c0bc-58ae-a029e74ed66f,,1332,coordinates of northernmost point,"{""latitude"": 60, ""longitude"": -130}",,"{""latitude"": 60, ""longitude"": -120}",,globecoordinate,UPDATE,PROPERTY_VALUE,,province of Canada,,,property_value_update,,0.0,0.07692307692307693,0.0,0.0,False,True,555.4451329718428,0,0,0,0,0,0,0,0,0,0,0.9816564
795,2006087267,380307,Labrador,Q380307$4d10f73e-4e8b-b065-631c-2710d3b6a176,,625,coordinate location,"{""latitude"": 56, ""longitude"": -61}",,"{""latitude"": 56, ""longitude"": -62}",,globecoordinate,UPDATE,PROPERTY_VALUE,region,"region in the province of Newfoundland and Labrador, Canada",,,property_value_update,,0.0,0.01639344262295082,0.0,0.0,False,True,62.178871454280724,0,0,0,0,0,0,0,0,0,0,0.99226236
