revision_id,entity_id,value_id,property_id,change_target,property_label,old_value,old_value_label,new_value,new_value_label,label
124436502,34981,Q34981$31435805-4caa-868b-c02a-9b6d54e1bb97,27,,country of citizenship,"""Q34266""",Russian Empire,"""Q2184""",Russian Soviet Federative Socialist Republic,value correction
126197501,9627,Q9627$8D4473E9-9C1F-4E26-ABC7-2B4D2EA5D1BD,31,,instance of,"""Q387917""",administrative divisions of Germany,"""Q106658""",district of Germany,type specialization
126200150,24210,Q24210$6196E496-4887-416D-A2F1-9D090597286D,31,,instance of,"""Q387917""",administrative divisions of Germany,"""Q22721""",Regierungsbezirk,type specialization
128895587,36036,q36036$FB8B2B62-A545-4F06-BCB7-EC4A9C3EDB29,625,,coordinate location,"{""latitude"": 49.833333333333, ""longitude"": 24}",,"{""latitude"": 49.83, ""longitude"": 24.014166666667}",,refinement
129203228,7787,label,-1,,label,"""Hhistory of Europe""",,"""history of Europe""",,typo
132890608,13070,Q13070$A28E8094-1724-41CD-8FA6-F321015CC90D,215,,spectral class,"""B0Iab:""",,"""B0Ib""",,"formatting, value correction"
134976160,10541,description,-2,,description,"""district in Bavaria, Germany""",,"""district of Bavaria, Germany""",,rewording
135094231,6101,Q6101$44A1B615-590E-458E-9B37-D6E1A4022D7C,409,,Libraries Australia ID,"""000035321009""",,"""35321009""",,formatting
135789445,25129,description,-2,,description,"""East Frisian Island""",,"""municipality in Germany""",,value specification
137938148,24711,description,-2,,description,"""Dutch football club.""",,"""Dutch football club""",,formatting
138101623,36264,Q36264$3EAC39ED-C3CB-4608-9CCB-383579EEFB83,18,,image,"""Virtus_Bologna_logo.svg""",,"""Virtus Bologna logo.svg""",,formatting
138518236,30188,description,-2,,description,"""archipelago island of Madeira""",,"""island of Portugal""",,value generalization
139137442,29530,Q29530$db89878a-4865-6b94-3565-0ea82f8d429a,608,,exhibition history,"""Q1411180""",Luxembourg Museum,"""Q405543""",Louvre-Lens,none
142665696,127,q127$8FAEC27E-30A4-415C-98A1-3956EF56C3BC,279,,subclass of,"""Q573""",day,"""Q41825""",day of the week,type specialization
143703659,11330,Q11330$DA6D42EA-FB6D-4448-867F-85C8E9CF2215,106,,occupation,"""Q6430706""",critic,"""Q15938007""",film critic,value specification
143869712,17518,Q17518$A17FD115-2DDA-4DDB-8244-14A734587DBA,570,,date of death,"""+1953-00-00T00:00:00Z""",,"""+1953-01-01T00:00:00Z""",,refinement
144602025,41716,Q41716$A4333E50-609D-4367-8BD0-5A1E84B9EA85,1296,,Gran Enciclopèdia Catalana ID (former scheme),"""0177202""",,"""0100119""",,none
144654708,26534,label,-1,,label,"""Water footprint""",,"""water footprint""",,formatting
144901092,14143,Q14143$9FBE4703-F969-4A6D-B79B-24A484BC287A,36,,capital,"""Q12509220""",Ruteng,"""Q1708604""",Ruteng,link fix
145822794,21022,description,-2,,description,"""seven terretories in the Antilles""",,"""seven territories in the Antilles""",,typo
146605796,25582,description,-2,,description,"""American matematician""",,"""American mathematician""",,typo
146674993,5458,description,-2,,description,"""German archeologist""",,"""German archaeologist""",,typo
150087009,14092,label,-1,,label,"""Gymnasium""",,"""gymnasium""",,formatting
150625923,1939,description,-2,,description,"""French association footbal player""",,"""French association football player""",,typo
151459699,1004,description,-2,,description,"""medium of expression in which pictures and text convey information such as narratives""",,"""creative work in which pictures and text convey information such as narratives""",,rewording
153296128,35414,description,-2,,description,"""biotu""",,"""language of Nigeria""",,value correction
154201826,31593,description,-2,,description,"""male beauty paegant""",,"""male beauty pageant""",,typo
155238826,31082,description,-2,,description,"""track and field athelete from America""",,"""track and field athlete from America""",,typo
156156165,1275,Q1275$D299F066-D0FD-46A9-AE52-BA025136F4A4,166,,award received,"""Q17970942""",,"""Q12177423""",Knight Grand Cross of the Order of St Michael and St George,link fix
157616889,35811,Q35811$71531280-4a21-5fa1-1033-62fdb161385a,569,,date of birth,"""+580-09-15T00:00:00Z""",,"""-1000-01-01T00:00:00Z""",,value correction
157642778,68,description,-2,,description,"""simple general purpose device for performing arithmetic or logical operations""",,"""simple general purpose device for performing arithmetics or logical operations""",,typo
157954571,37142,Q37142$BE6A7AB6-F97A-46E5-9BDB-5AAA66A4C43D,735,,given name,"""Q18019969""",Konstantin,"""Q7111053""",Konstantin,link fix
158361717,8676,Q8676$68437cfc-41fe-228d-eb74-a63553a627eb,1478,,has immediate cause,"""Q687031""",secession,"""Q18077700""",secession of the Southern United States,value specification
159946433,28539,description,-2,,description,"""district of Nordfriesland, in Schleswig-Holstein, Germany""",,"""former district of Nordfriesland, in Schleswig-Holstein, Germany""",,"refinement, value specification"
160108945,19425,q19425$43C2050C-94C6-4AE6-8A2B-9077C0CD2212,570,,date of death,"""+1878-11-10T00:00:00Z""",,"""+1878-11-22T00:00:00Z""",,none
162402666,698,label,-1,,label,"""Mozila Firefox""",,"""Mozilla Firefox""",,typo
166352208,15343,description,-2,,description,"""semiaquatic mammal""",,"""semi aquatic mammal""",,typo
168255544,24351,description,-2,,description,"""motu proprio""",,"""papal motu proprio condemning the Ecône consecrations""",,refinement
168295595,698,Q698$ebff4eee-453f-34cc-589c-6e73c9123b78,348,,software version identifier,"""33.0""",,"""33.0.1""",,none
169025748,20532,description,-2,,description,"""totality of human knowledge and skills about the cure of diseases""",,"""totality of human knowledge and skills about the cure of diseases, without evidence-based medicine""",,refinement
172817159,6351,Q6351$B417748D-D004-44A0-B1A2-368CBCCE9EA1,735,,given name,"""Q20187""",Olga,"""Q18524120""",,link fix
173241387,9535,label,-1,,label,"""Shahrukh Khan""",,"""Shah Rukh Khan""",,typo
174497270,15174,Q15174$91C00BF6-352A-4402-AC52-DB374C83E99A,948,,page banner,"""Shenzhen banner.jpg""",,"""Shenzhen_Wikivoyage_banner.jpg""",,"formatting, refinement"
174952528,1360,description,-2,,description,"""phylum of invertebrate animals having an exoskeleton, a segmented body, and jointed appendages""",,"""phylum of animals""",,unrefinement
176933977,12078,Q12078$103B136C-0B57-409E-8C95-4F606083CF5D,699,,Disease Ontology ID,"""DOID:162""",,"""162""",,formatting
178393655,2110,label,-1,,label,"""Lampung""",,"""Lampung Province""",,refinement
178992204,10819,label,-1,,label,"""Mariano Rajoy""",,"""Marciano Rajoy""",,typo
179866749,279,description,-2,,description,"""Italian comune""",,"""Italian city and comune""",,"refinement, value specification"
180140844,18498,description,-2,,description,"""large canine found in Europe and North America""",,"""species of mammal""",,value generalization
180389662,989,Q989$1A88D2B4-0F30-452E-91AF-1F11D8104C61,735,,given name,"""Q4925477""",John,"""Q1446906""",Karol,value correction
181190648,33083,Q33083$C8A8EB8F-EBFB-452A-B4FA-E604F289E765,18,,image,"""Marie_Jeanne_de_Villandon_L'Héritier.png""",,"""Marie Jeanne de Villandon L'Héritier.png""",,formatting
182948545,22569,Q22569$199B9FDA-5E5E-427F-892C-CA8D5FF39902,31,,instance of,"""Q618123""",geographical feature,"""Q82794""",region,type specialization
186545569,26806,label,-1,,label,"""Danny DeVito""",,"""Danny DeVitoo""",,typo
187018468,7976,description,-2,,description,"""set of dialects of the English language""",,"""set of dialects of the English language spoken in the US""",,refinement
187954843,19208,Q19208$d071dd98-4b93-9458-ef6b-e8a804bac7fc,1448,,official name,"""香港特別行政區立法會""",,"""中華人民共和國香港特別行政區立法會""",,none
188428710,865,q865$a1715e85-4baf-180a-d529-9776717a400e,6,,head of government,"""Q4118817""",Jiang Yi-huah,"""Q6753581""",Mao Chi-kuo,none
188620359,9181,label,-1,,label,"""Abraham""",,"""Abraham Padre de judadismo""",,refinement
188778215,13306,label,-1,,label,"""Alexandre Lacazette""",,"""Alexandre Lafayette""",,typo
188853259,9546,Q9546$7b6330ba-4cac-813c-fb9e-a20b53281ca3,140,,religion or worldview,"""Q4521071""",Al-Shafi‘i,"""Q82245""",Shafi'i,link fix
189445297,11218,Q11218$82b85e42-4057-48a3-26cf-4f2d1b09c8f6,1368,,National Library of Latvia ID,"""LNC10-000202362""",,"""000202362""",,formatting
190342088,38840,description,-2,,description,"""online reference (not particularly reliable)""",,"""online database (not particularly reliable)""",,value specification
192269716,7321,q7321$16769FE8-F405-448B-9065-274569A47908,106,,occupation,"""Q11900058""",explorer,"""Q384593""",police officer,none
192979263,34403,q34403$06C083D1-6EFD-415E-BA93-8BF759951840,555,,doubles record,"""11–15""",,"""11–16""",,none
193582435,1126,q1126$B4872F8B-0394-44F2-8565-0E2D21C62E98,373,,Commons category,"""Luxembourg Province""",,"""Luxembourg (province)""",,formatting
193718974,1260,Q1260$d0364477-42e6-0062-02e1-c2c9a928d4c6,1695,,NLP ID,"""a24704404""",,"""A24704404""",,formatting
194239912,10819,Q10819$36426D4F-A68C-4B38-8FDA-3D9CD6BDAF78,18,,image,"""Presidente_Mariano_Rajoy_Brey_2012_-_La_Moncloa.JPG""",,"""Presidente Mariano Rajoy Brey 2012 - La Moncloa.JPG""",,formatting
195664418,25623,q25623$0CA5C690-3E93-45E9-BE47-D50FB2449242,555,,doubles record,"""5–4""",,"""8-7""",,none
196064212,5289,Q5289$17f1da23-458e-448b-521f-9baf3d63e554,373,,Commons category,""".NET""",,"""Dot Net""",,formatting
197306168,37539,description,-2,,description,"""country code top-level domain for Antigua and Barbuda.""",,"""country code top-level domain for Antigua and Barbuda""",,formatting
197519672,34464,label,-1,,label,"""Philip II of Spain""",,"""Philip III of Spain""",,value correction
197732513,13582,description,-2,,description,"""internatinal conference that regulated European colonization and trade in Africa""",,"""international conference that regulated European colonization and trade in Africa""",,typo
199157513,23945,description,-2,,description,"""Brazillian poet and translator""",,"""Brazilian poet and translator""",,typo
199250255,25247,label,-1,,label,"""Hoopoe""",,"""hoopoe""",,formatting
201397512,5288,q5288$1ea91cec-4556-0f1a-3b2e-4f3fbc887d02,348,,software version identifier,"""8.6.0""",,"""8.6.3""",,none
205378283,19179,Q19179$6839DA26-6F40-4D7C-AB7E-057E0423AE29,106,,occupation,"""Q42603""",priest,"""Q250867""",Catholic priest,value specification
207411921,10118,q10118$CF54A444-6421-498C-89A9-123C45789E26,564,,singles record,"""413–153""",,"""414–154""",,none
207466131,15092,q15092$3FB47AC1-F69E-41D0-A76B-3375F93F2046,281,,postal code,"""12001 - 12006, 12100""",,"""12001–12006""",,unrefinement
207596468,16225,q16225$1E479D18-BC3C-4903-BE93-0B4CD7641A6F,281,,postal code,"""09070-09086""",,"""09070–09086""",,formatting
207597033,5655,q5655$FA79F1EA-7C7F-40C9-BD1E-F86C9604CBF5,281,,postal code,"""238150-238169""",,"""238150–238169""",,formatting
207795501,10015,q10015$B4CB6BB2-CEB4-4461-8D4E-C3B31CC0FAAE,281,,postal code,"""7580-7589""",,"""7580–7589""",,formatting
208015923,21530,description,-2,,description,"""Municipality in France""",,"""commune in Bas-Rhin, France""",,value specification
208156181,22509,description,-2,,description,"""commune in France""",,"""commune in Bas-Rhin, France""",,refinement
211244084,1449,q1449$a2484f90-408f-1a4d-4904-10f19264062c,242,,locator map image,"""Map of comune of Genoa (province of Genoa, region Liguria, Italy).svg""",,"""Map of comune of Genoa (metropolitan city of Genoa, region Liguria, Italy).svg""",,value specification
212094354,60,Q60$010b7a1b-4c18-5870-c865-09edb5add451,1549,,demonym,"""New Yorker""",,"""New Yorke""",,typo
212310935,10137,Q10137$1957B7E0-9413-4F60-998F-F5384A53EDEB,131,,located in the administrative territorial entity,"""Q293121""",Charly,"""Q1343814""",Charly,link fix
212352986,939,Q939$C366168C-0469-421D-8129-8AEA24414C88,140,,religion or worldview,"""Q15924454""",Catholic Church,"""Q9592""",Catholic Church,link fix
212576786,965,Q965$D1619042-CF83-4A05-A9B7-EB37635FE4E4,214,,VIAF cluster ID,"""258470141""",,"""140653363""",,none
213120993,3974,q3974$7b48346c-41f0-ca1e-7780-427eef24047f,281,,postal code,"""84028-84036""",,"""84028–84036""",,formatting
213156216,25713,q25713$B1A6636C-D191-454C-BFAF-A298536BE28C,138,,named after,"""Q509476""",Boden Municipality,"""Q586179""",Boden,value specification
213994400,35943,description,-2,,description,"""A WWE television program""",,"""WWE television program""",,formatting
214094150,837,Q837$e3767b9e-4500-946d-00d9-97a7418e1dc6,1082,,population,"""+5574000""",,"""+5573588""",,none
214124339,4007,Q4007$cc10c8f6-41e2-11e9-2757-f44955753c30,6,,head of government,"""Q1490115""",Gabriele Bauer,"""Q1490117""",Gabriele Bauer,link fix
214227588,1895,Q1895$1CB736D6-087B-453F-BB8C-5397D5C032FB,18,,image,"""Petrozavodsk collage.jpg""",,"""Petrozavodsk Collage.jpg""",,formatting
214311523,10125,q10125$2BA6229A-504B-4C2E-B68C-C3093D97A241,564,,singles record,"""502–156""",,"""506–156""",,formatting
215322684,40138,Q40138$105AF26B-ED10-4A9A-8299-0DE770F3E1DE,106,,occupation,"""Q81096""",engineer,"""Q19902880""",biomedical engineer,value specification
219200951,30092,description,-2,,description,"""A worm species native to Europe""",,"""worm species native to Europe""",,formatting
221611242,116,Q116$DB3C2B5F-D396-4B9E-8D37-A6925338543F,910,,topic's main category,"""Q8973128""",Category:Titles of national or ethnic leadership,"""Q6851371""",Category:Titles of national or ethnic leadership,link fix
221639961,5064,description,-2,,description,"""opera of Mozart""",,"""opera by Mozart""",,rewording
222687225,38203,Q38203$10F302B0-FD0A-4CD2-8257-2FF7B57B4E30,106,,occupation,"""Q482980""",author,"""Q12859263""",orator,none
222777677,7751,Q7751$AF642965-AE8A-427E-B87C-28C6604DA7AC,106,,occupation,"""Q1028181""",painter,"""Q2180411""",portrait painter,value specification
223069334,1185,Q1185$bcc3d0c5-4f99-2314-c784-5f571b013283,856,,official website,"""http://www.karunadu.gov.in/Pages/Default.aspx""",,"""https://karnataka.gov.in/Pages/kannada.aspx""",,none
224149632,33940,Q33940$e8eecef5-4ed6-e08f-438f-55e8d3a073b8,31,,instance of,"""Q9614""",tongue,"""Q34770""",language,value correction
224629739,4072,Q4072$7d2607c8-4250-d5f1-562c-9484c8bc8efc,242,,locator map image,"""Göppingen_in_GP.svg""",,"""Göppingen in GP.svg""",,formatting
