revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,main_entity_type,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity
691054651,216253,Franz Josef Graf Saurau,Q216253$E4EEEE9D-5CE3-4EAF-B198-A60AEA213AA6,,735,given name,"""Q19688423""",Franz Josef,"""Q54823924""",Franz Josef,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Austrian politician and diplomat (1760-1832)""",male given name,male given name,link_change,
179849527,206012,Pafnuty Chebyshev,q206012$B03A6787-A8E5-4294-BE9E-F5CF9CE6F6C7,,19,place of birth,"""Q132718""",Borovsk,"""Q4094403""",Borovsky Uyezd,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Russian mathematician (1821–1894)""",subdivision of Russian Empire,"""town and administrative center of Borovsky District of Kaluga Oblast in central Russia""",property_value_update,
825802931,455757,Kyrylo Fesenko,Q455757$68E60377-5752-4D17-B597-9C68FA23A8F2,,735,given name,"""Q674360""",Kyrylo,"""Q60344890""",Kyrylo,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Ukrainian basketball player""",male given name,male given name,link_change,
1550701904,446126,Rosine Stoltz,Q446126$14b72ee7-4955-26e5-d5b2-694930cdaec8,,1066,student of,"""Q508424""",Alexandre-Étienne Choron,"""Q1392901""",Alexandre-Étienne Choron,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""French operatic mezzo-soprano""",French musician (1771-1834),French chef,link_change,
1837894359,342143,Đuro Đaković,Q342143$4D74CB1A-C580-4ECA-AFAC-1C1F5F2BCD80,,1454,legal form,"""Q134161""",joint stock company,"""Q116848174""",joint stock company,wikibase-entityid,UPDATE,PROPERTY_VALUE,"business, enterprise, public company","""mechanical engineering company""",type of legal entity in Croatia,"""business entity which is owned by shareholders""",link_change,
921835386,324096,Jacob Binck,Q324096$7398898a-4831-4f07-9260-c7314c018af7,,136,genre,"""Q134307""",portrait,"""Q5448026""",figure painting,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""German Renaissance painter and architect""",genre of painting,"""artistic representation of one or more persons""",property_value_update,
222779218,153552,Young Woman at a Window,Q153552$308B32A0-333B-4BF1-BF4F-5F4C3A0AD2FC,,136,genre,"""Q134307""",portrait,"""Q1400853""",portrait painting,wikibase-entityid,UPDATE,PROPERTY_VALUE,painting,"""1925 painting by Salvador Dalí""",genre of painting; field of work for painters,"""artistic representation of one or more persons""",refinement,
1172302610,33635,Hema Malini,Q33635$6922d3fb-4c2e-8743-8a56-1c535c4be3c3,,800,notable work,"""Q3419800""",Sapno Ka Saudagar,"""Q5306364""",Dream Girl,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Indian actress, dancer, and politician""",1977 film by Pramod Chakravorty,1968 film,property_value_update,
1196226295,209077,José de Espronceda,Q209077$42b1b879-e6c1-4ea0-b32b-0b51c547bee3,,509,cause of death,"""Q134649""",diphtheria,"""Q84263196""",COVID-19,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Spanish poet (1808-1842)""",contagious disease caused by SARS-CoV-2,"""infectious disease""",property_value_update,
377331054,180556,Helicobacter pylori,Q180556$4516D9FF-756C-4328-A539-1ED1941F1E57,,171,parent taxon,"""Q134684""",Helicobacteracae,"""Q1602475""",Helicobacteracae,wikibase-entityid,UPDATE,PROPERTY_VALUE,taxon,"""species of bacteria""",family of bacteria,"""genus of bacteria""",link_change,
253453484,374900,Kenneth Tynan,Q374900$5980EDE5-52A0-4EBB-AA01-DABEFDC2CF77,,106,occupation,"""Q17337766""",theatre criticism,"""Q2416230""",theatre criticism,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""English theatre critic and writer (1927-1980)""","form of literary criticism in which a performance of a play is analyzed based on content, style, and merit",person who writes reviews about theatre performances,link_change,
232288025,259591,Gyula Szapáry,Q259591$9134a54a-469b-911d-658d-5882afcc6a01,,39,position held,"""Q14212""",prime minister,"""Q651024""",list of prime ministers of Hungary,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Prime Minister of Hungary (1832-1905)""",Wikimedia list article,"""most senior minister of cabinet in the executive branch of government in a parliamentary system""",property_value_update,
657878605,29292,Argobba,Q29292$aa5c4165-4081-3168-71bb-a378df4f5ae8,,279,subclass of,"""Q25268""",Afroasiatic,"""Q4746001""",Amharic–Argobba,wikibase-entityid,UPDATE,PROPERTY_VALUE,"Amharic–Argobba, language, modern language","""Ethiopian Semitic spoken in an area north-east of Addis Ababa by the Argobba people""",,"""large language family of Africa and West Asia""",refinement,
473676656,128295,Abilene,q128295$58FAEA51-08B6-4F41-BC4C-A9239F815789,,131,located in the administrative territorial entity,"""Q1439""",Texas,"""Q483895""",Jones County,wikibase-entityid,UPDATE,PROPERTY_VALUE,"big city, city in the United States, county seat, human settlement","""city in Taylor and Jones counties in Texas, United States, that is the county seat of Taylor County""","county in Texas, United States","""state of the United States of America""",refinement,
2195399805,231515,Artefact,Q231515$DDD31020-6D17-4123-910E-26227A218C1D,,1889,different from,"""Q3619132""",artificial object,"""Q16686448""",artificial object,wikibase-entityid,UPDATE,PROPERTY_VALUE,Wikimedia disambiguation page,"""Wikimedia disambiguation page""",anything created by humans (either material or mental),anything created by humans (either material or mental),link_change,
1999458546,149128,Bacilli,Q149128$2A7E956B-0A0F-4D62-87FB-985EDD85DA05,,171,parent taxon,"""Q149075""",Bacillota,"""Q25519942""",Bacillota,wikibase-entityid,UPDATE,PROPERTY_VALUE,taxon,"""taxon (class) Bacilli, including some rod-shaped (bacilli) and some spherical (cocci) bacteria""",phylum of bacteria,"""phylum of bacteria""",link_change,
749927304,64348,Almacave,Q64348$DA5076EA-E813-42BD-A65D-BD8AB7A7526F,,421,located in time zone,"""Q56651045""",Western European Time,"""Q843589""",Western European Time,wikibase-entityid,UPDATE,PROPERTY_VALUE,"freguesia of Portugal, locality","""former civil parish in Lamego, Portugal""",time zone,time zone,link_change,
2038167256,70361,Lens,Q70361$d8a2dea8-484f-d285-eb21-c4bab36e4c0d,,361,part of,"""Q29034861""",Crans-Montana,"""Q688557""",Crans-Montana,wikibase-entityid,UPDATE,PROPERTY_VALUE,municipality of Switzerland,"""municipality in the canton of Valais, Switzerland""","municipality in the canton of Valais, Switzerland",ski resort in western Switzerland,link_change,
255679586,241944,Raoul Salan,q241944$27a3c974-4248-0580-e222-715b421e158c,,410,military or police rank,"""Q493898""",lieutenant-colonel,"""Q21074079""",lieutenant-colonel,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""French general""",military rank of France,military rank (OF-4),link_change,
68337782,23716,Opinel knife,q23716$60baa3c9-4b3a-d4a5-0baf-cca1ad0c8cd4,,107,Main type of item (entity) / Art des Objekts / Type principal,"""Q151885""",concept,"""Q1969448""",term,wikibase-entityid,UPDATE,PROPERTY_VALUE,"company, pocket knife","""brand of pocket knife""",word or phrase from a specialized area of knowledge,"""semantic unit understood in different ways, e.g. as mental representation, ability or abstract object (philosophy)""",property_value_update,
506941493,263639,municipality of Puerto Rico,Q263639$404f3b38-49ed-00ad-f000-bb7cbb6fdbf6,,279,subclass of,"""Q15284""",municipio,"""Q1763214""",municipio,wikibase-entityid,UPDATE,PROPERTY_VALUE,"administrative subdivision of Puerto Rico, county-equivalent, municipio, second-level administrative division","""district of Puerto Rico, each led by a mayor and divided into barrios; governed by the Autonomous Municipalities Act of 1991""",country subdivisions in several Hispanophone and Lusophone nations,"""administrative division having corporate status and usually powers of self-government or jurisdiction""",link_change,
540907728,62213,Hellmuth Stieff,Q62213$37A3470A-4ECB-4101-9D69-BAB590BAF508,,410,military or police rank,"""Q152956""",brigadier general,"""Q16009153""",generalmajor,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""German general and opponent to nazism (1901-1944)""",military rank of the German Bundeswehr,"""military rank in many countries""",property_value_update,
993994064,209758,Xenomorph,Q209758$C8C8AD03-3B1F-4199-8B05-807D59CFBDFA,,4969,derivative work,"""Q155163""",Alien vs. Predator,"""Q1990792""",Alien,wikibase-entityid,UPDATE,PROPERTY_VALUE,"extraterrestrials in fiction, fictional extraterrestrial species, fictional group of characters, fictional taxon, fictional weapon, monster","""fictional extraterrestrial species from the Alien film series""",science-fiction horror franchise,"""2004 film directed by Paul W. S. Anderson""",link_change,
203880133,233051,Eric Maskin,Q233051$E5D2A0FE-D5BA-42B7-AE63-CC6F9DB55FB4,,512,academic degree,"""Q4618975""",doctorate,"""Q849697""",doctorate,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""American Nobel laureate in economics""",academic or professional degree,honorific title for a holder of a doctoral degree,link_change,
2116693909,462440,Lois Weber,q462440$7FE5C590-58A2-4CC0-9EEB-236148C31D88,,19,place of birth,"""Q156291""",Allegheny County,"""Q1752800""",Allegheny,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""American actor/film director (1879-1939)""","former municipality in Allegheny County, Pennsylvania, United States","""county in southwestern Pennsylvania, United States""",refinement,
565574257,63147,"George William I, Prince of Schaumburg-Lippe",Q63147$4D4D9B4A-D734-4988-BA4A-72E836E871CA,,735,given name,"""Q1985538""",Georges,"""Q15921764""",Georges,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""German prince""",male given name,male given name,link_change,
2066375659,465284,Annette Lu,Q465284$1c511591-4098-ad2e-9c89-1eb6a71ddfe5,,735,given name,"""Q96384095""",Xiùlián,"""Q124397303""",Xiùlián,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Vice President of Taiwan (2000–2008)""",Chinese given name,Chinese given name,link_change,
624768109,84742,Franz Wittmann,Q84742$A012F332-0233-4E37-BDEB-79F5008A20FB,,734,family name,"""Q21450227""",Wittmann,"""Q28745077""",Wittmann,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Austrian rally driver (born 1950)""",family name,family name,link_change,
308859499,5518,liceo classico,q5518$69f9e9e5-4dfb-bf2e-5036-a1542d0eebc3,,279,subclass of,"""Q159334""",secondary school,"""Q15938054""",secondary education in Italy,wikibase-entityid,UPDATE,PROPERTY_VALUE,liceo,"""type of Italian senior high school specializing in classical studies""",overview of secondary education in Italy,"""organization where secondary education is provided""",refinement,
1482808128,90066,Bert Reisfeld,Q90066$64203181-5541-47C8-A88C-22CF2A19F276,,735,given name,"""Q613014""",Berthold,"""Q827835""",Berthold,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Austrian songwriter (1906–1991)""",male given name,male given name,link_change,
118141564,159785,Rolling Hills,q159785$94F5D8A9-3DAE-4E21-AAC4-B4DD3DD0E5E8,,131,located in the administrative territorial entity,"""Q1603""",Kentucky,"""Q500776""",Jefferson County,wikibase-entityid,UPDATE,PROPERTY_VALUE,city in the United States,"""city in Jefferson County, Kentucky, United States""","county in Kentucky, United States","""state of the United States of America""",refinement,
239048562,12206,diabetes,Q12206$00123EE4-C8AF-49B0-B5B1-DA6B61430980,,1995,health specialty,"""Q162606""",endocrinology,"""Q1207969""",diabetology,wikibase-entityid,UPDATE,PROPERTY_VALUE,"autoimmune disease of endocrine system, class of disease, disease, endocrine system disease, glucose metabolism disease","""group of metabolic disorders characterized by high blood sugar levels over a prolonged period""",clinical science of diabetes mellitus,"""medical specialty; branch of science concerned with the study of hormones""",property_value_update,
435492891,279487,Auguste Victor Louis Verneuil,Q279487$F4E8F2FA-32FE-4E32-BD3C-EFB7EA78642A,,166,award received,"""Q163700""",Legion of Honour,"""Q10855271""",Knight of the Legion of Honour,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""French chemist (1856–1913)""",first rank of the French Legion of Honour,"""highest French order of merit""",refinement,
17719066,193006,Oligochaeta,q193006$B0921EB8-BD2D-4A94-8182-58B85B36154D,,107,Main type of item (entity) / Art des Objekts / Type principal,"""Q16521""",taxon,"""Q1969448""",term,wikibase-entityid,UPDATE,PROPERTY_VALUE,taxon,"""subclass of annelids""",word or phrase from a specialized area of knowledge,"""group of one or more organism(s), which a taxonomist adjudges to be a unit""",property_value_update,
2039612392,193303,Matraman,Q193303$0151d811-4753-8205-313d-a1faac23cd6d,,150,contains the administrative territorial entity,"""Q14652614""",Palmeriam,"""Q13199997""",Palmeriam,wikibase-entityid,UPDATE,PROPERTY_VALUE,district of Indonesia,"""district in East Jakarta City, Jakarta Province, Indonesia""","subdistrict in East Jakarta City, Jakarta, Indonesia","subdistrict in East Jakarta City, Jakarta, Indonesia",link_change,
1050605026,111559,Judah Maccabee,Q111559$9fe76359-4122-cc40-c938-2f78ef2f5a8a,,119,place of burial,"""Q165867""",Modiin,"""Q49004108""",Modiin,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""2nd century BCE Jewish priest and leader of Maccabean Revolt against the Seleucids""",Archeological site in Israel,"""city in Israel""",link_change,
1522938246,231788,Isabella of Angoulême,Q231788$8a351c50-5a40-4c26-8e47-dbf374fa0c8b,,97,noble title,"""Q166886""",duke,"""Q4593319""",duchess,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Queen consort of England as the second wife of King John""",noble title,"""noble or royal title in some European countries and their colonies""",property_value_update,
790851690,36234,Charles III of Spain,Q36234$9f07790d-a017-4e78-b32b-11aee1d3895c,,97,noble title,"""Q166886""",duke,"""Q3847454""",monarch of Spain,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""King of Spain from 1759 to 1788""",position of the head of state of Spain,"""noble or royal title in some European countries and their colonies""",refinement,
1091369088,420319,"Francisco Javier Castaños, 1st Duke of Bailén",Q420319$d3a4becd-4731-450b-91c7-776ee69714d0,,97,noble title,"""Q166886""",duque,"""Q58481980""",duque,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Spanish general during the Peninsular War (1758-1852)""",Spanish nobility title Duke,"""noble or royal title in some European countries and their colonies""",link_change,
1638542122,184500,Johannes Scotus Eriugena,Q184500$8D492B7D-A47A-433D-A335-59AB06A4E088,,735,given name,"""Q1158906""",Giovanni,"""Q4925477""",John,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Irish Catholic philosopher and theologian (c. 800 – c. 877)""",male given name,male given name,property_value_update,
846101049,116554,Carnotena,Q116554$29f034db-4f98-daa7-d9b9-aa75a25cacb9,,171,parent taxon,"""Q30576""",Bombycidae,"""Q3620570""",Apatelodidae,wikibase-entityid,UPDATE,PROPERTY_VALUE,taxon,"""genus of insects""",family of insects,"""family of moths""",unrefinement,
202452125,206606,f6,Q206606$CEC98743-EC08-4C82-AC26-7299E905B47D,,31,instance of,"""Q167270""",trademark,"""Q19509097""",cigarette brand,wikibase-entityid,UPDATE,PROPERTY_VALUE,cigarette brand,"""cigarette brand""",brand used to market and sell cigarettes,"""trade identifier of products or services""",property_value_update,
